Object count,Average FPS,Average RAM Usage
0,370.04440532863947,414.84232670270893
250,181.0488831984636,416.80569320442464
500,116.37680869373787,416.8789374032684
750,86.2275928297055,416.9235841067333
1000,68.68723278563776,416.9378959183695
1250,57.463209530483525,418.08595801393943
1500,49.30246512325616,419.372934888438
1750,43.276166052251966,421.7964534722242
2000,38.493925177432935,422.8809213541645
2250,34.69471657625317,422.7851982658974
2500,31.578630790668768,422.8196707936522
2750,29.013346139224044,423.1559203448287
3000,26.812333673489807,424.8028649253737
3250,24.913951813015288,424.81214698795037
3500,23.310722932548973,424.8609150214597
3750,21.882716669008854,424.89090091743105
4000,20.61360497928633,424.9467834951448
4250,19.438488206649165,424.9819757731964
4500,18.5006435006435,425.05034347826074
4750,17.606514410331823,425.0789801136362
5000,16.811095322913122,425.0825946428575
5250,16.069904082760004,425.09599875000083
5500,15.397001106973937,425.0906241830076
5750,14.763038172998705,425.14052380952336
6000,14.2,425.1389225352122
6250,13.674113696233587,425.14549191176496
6500,13.181063540775773,425.16925648855016
6750,12.719842955009815,425.17698267716537
7000,12.31083353350949,425.21153333333285
7250,11.911911911911911,425.20600168067233
7500,11.544214340925745,425.2244782608691
7750,11.199790130058824,425.2198270270272
8000,10.88610912316423,425.2296333333331
8250,10.574870080167587,425.26202857142863
8500,10.289415016493328,425.3084303921569
8750,10.009809613421153,425.3071590000001
9000,9.744238844353365,425.3668752577319
9250,9.497155904907201,425.3636425531915
9500,9.27288487511843,425.3824586956522
9750,9.046862749040027,425.4502455555555
10000,8.821789820857518,425.41253636363655
10250,8.63393135020631,425.5731709302327
10500,8.436869118045859,425.5412059523815
10750,8.281908070820414,425.633948780488
11000,8.104877109800823,425.6516449999998
11250,7.939538903740628,425.7237240506332
11500,7.785720785852233,425.8190584415581
11750,7.6275354028041225,425.918355263158
12000,7.481473243623055,426.08678918918906
12250,7.335282709834303,426.1332232876715
12500,7.195046565125305,426.4446718309862
12750,7.063785987466825,426.5312685714284
13000,6.95123056929571,426.77990289855074
13250,6.830326650327454,426.77320882352933
13500,6.720160481444332,426.99815522388053
13750,6.607436924390591,426.99513846153855
14000,6.498187614860543,427.3045765625001
14250,6.385890223506157,427.46389682539694
14500,6.292627476453394,427.56463870967724
14750,6.197108693222802,427.8002196721313
15000,6.109357499236331,427.8870483333333
15250,6.014675808973896,427.96175499999987
15500,5.92298116692768,428.1572423728814
15750,5.842945650531405,428.4222224137933
