Object count,Average FPS
0,294.66777358792524
100,277.83056136174974
200,206.8599893969251
300,165.40496214886446
400,138.7818813099729
500,119.72154987897821
600,105.09668895383753
700,93.29329329329329
800,84.29609755120838
900,76.806912622136
1000,70.60635457191147
1100,65.3058775289776
1200,60.74251976383468
1300,56.7686901150392
1400,53.33573494241142
1500,50.24874127904067
1600,47.51758150515691
1700,45.079791230477944
1800,42.862579365874176
1900,40.89487611258119
2000,39.060935058691555
2100,37.3923591270438
2200,35.90071801436029
2300,34.49970414497899
2400,33.18961195227113
2500,31.98764615045224
2600,30.870693889005825
2700,29.82505304455743
2800,28.88781896966779
2900,27.969083636582358
3000,27.120340255191394
3100,26.297036063072735
3200,25.541888697463843
3300,24.834519982776058
3400,24.18391819614061
3500,23.551577955723033
3600,22.93945586408623
3700,22.36665262482197
3800,21.823350985554544
3900,21.31406728440771
4000,20.800416008320166
4100,20.354550194521316
4200,19.901194071644298
4300,19.47243746737865
4400,19.011977545853888
4500,18.656342153302976
4600,18.29439909935266
4700,17.92437715292798
4800,17.575574972381236
4900,17.238441725046854
5000,16.93878982870774
5100,16.62293965672628
5200,16.324486730095142
5300,16.03801008389884
5400,15.763368742344225
5500,15.493892991528664
5600,15.233361060722984
5700,14.977734441752697
5800,14.745120067406262
5900,14.53298988704359
6000,14.301716205944714
6100,14.086774531111649
6200,13.868510441581412
6300,13.666281465105763
6400,13.465036124481243
6500,13.270733006926921
6600,13.084130962086213
6700,12.900364838443087
6800,12.717040834718524
6900,12.564203077727186
7000,12.396569274649519
7100,12.230699054627115
7200,12.073406310367032
7300,11.916683356699378
7400,11.765179092170627
7500,11.620102777805604
7600,11.478628605950764
7700,11.305087289280177
7800,11.201937632455342
7900,11.069627959867567
8000,10.949931688499559
8100,10.823053103109624
8200,10.703502872779781
8300,10.57913190666183
8400,10.46256614555039
8500,10.345312468612523
8600,10.234079484683999
8700,10.123080623822315
8800,10.01602564102564
8900,9.910405926222534
9000,9.807453664785237
9100,9.704755330111754
9200,9.607109260853031
9300,9.522854851643945
9400,9.42828485456369
9500,9.336224551258885
9600,9.246231155778895
9700,9.145085270382989
9800,9.070660444865501
9900,8.988173986810613
10000,8.900534032041923
