Object count,Average FPS
0,278.7167230033802
250,334.953592574812
500,336.76735347069416
750,336.9707638604107
1000,336.4908525301832
1250,336.2437116825187
1500,329.7362709898089
1750,329.47248394646823
2000,320.9256740539243
2250,312.0842627509428
2500,304.4091322739682
2750,295.95327158888597
3000,288.8144407220361
3250,281.92255380430436
3500,274.0328839460735
3750,268.3724605643524
4000,262.3603428788621
4250,255.5332193185114
4500,250.1875656479768
4750,245.6122806140307
5000,239.44309975795642
5250,234.2796550827281
5500,230.8
5750,226.23619779164665
6000,220.35288469232614
6250,216.60866434657387
6500,212.90638719161572
6750,209.39422740233104
7000,204.89630126159295
7250,200.16405249679897
7500,197.2650974821691
7750,195.06437124251002
8000,190.41332893302533
8250,187.67882510654476
8500,184.87579907762182
8750,182.02002220244225
9000,179.5502740767415
9250,177.0779142822842
9500,173.0069202768111
9750,170.77684958231205
10000,168.69278102956625
10250,166.48657301796936
10500,164.40986459187553
10750,160.6257001120179
11000,158.86672402409013
11250,157.10314206284124
11500,155.23104620924187
11750,153.47213190199392
12000,151.83795948987247
12250,148.75355127846026
12500,147.08678120090855
12750,145.6844970082648
13000,143.94318295488648
13250,142.62281965114417
13500,141.22965822822795
13750,139.66704017928606
14000,136.8465278194586
14250,135.51355135513552
14500,134.1362167785302
14750,132.86909192780246
15000,131.54867300901333
15250,130.28207770895665
15500,129.0567849853936
15750,126.87485616513743
16000,125.68798158711097
16250,124.54732798463417
16500,123.40987278982318
16750,122.33058264566141
17000,121.19331885551875
17250,120.11321245336985
17500,119.04881001210495
17750,116.81518597417664
18000,116.13948742572474
18250,114.95172827772498
18500,114.30114301143011
18750,113.17922545782046
19000,112.01904323735035
19250,111.0421960344931
19500,110.21983957112279
19750,115.82084775259545
20000,114.83100437118023
20250,113.8808554073392
20500,112.89257190896535
20750,112.01792286765883
21000,111.15668991185505
21250,109.97148146295093
21500,109.32405129128408
21750,108.47376215826762
22000,107.00535026751338
22250,106.17325954908887
22500,105.35373040250528
22750,104.56273764258556
23000,103.7954918525043
23250,103.0298786648128
23500,102.22351140762375
23750,101.48829481649034
24000,100.7503751875938
24250,100.0090008100729
24500,98.9009890098901
24750,98.20883879549159
25000,97.51560249639942
25250,96.86877683155039
25500,96.18367980142723
25750,95.52197005311221
26000,94.82749997499275
26250,94.20376815072603
26500,93.55894213354412
26750,92.94833313322928
27000,91.68159662099269
27250,91.12460364298362
27500,90.49049049049049
27750,89.9
28000,89.30446522326118
28250,88.7106452774333
28500,88.16788927474155
28750,87.57093245528878
29000,87.02871947742754
29250,86.49687650168188
29500,85.96533365357672
29750,85.43246433644785
30000,84.46081178448482
30250,83.9083908390839
30500,83.39340060868173
30750,82.91409539621735
31000,82.41813198903759
31250,81.93605186281964
31500,81.43664649092092
31750,80.99800758918292
32000,80.50080500805008
32250,80.04482510205715
32500,79.59153025979877
32750,79.13798623339203
33000,78.04682809685812
33250,77.59466549190012
33500,77.14397206407652
33750,76.73990475047025
34000,76.29842496820899
34250,75.9
34500,75.46263398620856
34750,75.05253677574302
35000,74.63358511330098
35250,74.26015072208489
35500,73.75753087408178
35750,73.50147002940058
36000,72.55732028302359
36250,72.28746783608166
36500,71.903595179759
36750,71.54507339623963
37000,71.17900869965662
37250,70.78139860839966
37500,70.13155920164074
37750,69.80628256543089
38000,69.2083049965996
38250,69.36520329109362
38500,69.03866165052429
38750,68.6954867265499
39000,68.36015693810553
39250,68.00816097931752
39500,66.9274402505027
39750,66.79953130163945
40000,66.0151834922032
40250,65.42682499824927
40500,65.87048141511417
40750,65.55572236400941
41000,65.23653245817657
41250,64.94676166840124
41500,64.60129202584051
41750,64.34053453675816
42000,63.92045454545455
42250,62.976201203456185
42500,63.46409873972712
42750,63.15115243347112
43000,62.027292008483734
43250,61.75372574139501
43500,61.43870638502256
43750,61.13484686271174
44000,60.89072718350342
44250,60.56662328561417
44500,60.69103655483225
44750,60.22890987674083
45000,59.92636760174477
45250,59.84428477073034
45500,59.564925769088305
45750,59.262225336603436
46000,59.0094415106417
46250,58.735828855601916
46500,58.38407306521391
46750,57.41779951785053
47000,57.338416739215276
47250,57.18577866800201
47500,57.12456356233181
47750,56.883049251907785
48000,56.292319403822276
48250,56.23374024414649
48500,56.425955939732276
48750,56.14323028732124
49000,55.7100278050049
49250,55.83405877585327
49500,55.25193682061137
49750,55.39417008915156
50000,55.0132031687605
