Object count,Average FPS,Average RAM Usage
50000,14.0060256138972,527.2919935251789
0,364.0473261523998,324.0023888736191
250,302.8938971081035,312.9639962351469
500,276.09111006632185,313.76394945652027
750,257.5875797771242,314.46467883496837
1000,237.27118135440634,315.0437595699824
1250,220.5904420812533,315.79910217687524
1500,209.71887469872289,317.3173556032369
1750,200.16405249679897,317.10939170414247
2000,187.7225267032044,318.5321607352214
2250,178.9035780715614,318.65531179428893
2500,171.20342406848135,320.02907021028915
2750,159.48293112418457,320.125956900877
3000,155.16827404057787,320.85881914894446
3250,149.2104447311312,322.2277923592428
3500,143.27306926532532,322.8329847067088
3750,134.84314980793854,323.447815430265
4000,132.17798501115658,324.1414755488181
4250,124.03100775193798,325.43939064516263
4500,122.23789374706159,326.04905818329854
4750,119.29663027051913,326.6571079697982
5000,112.78571714503022,327.25931508429755
5250,109.07635344741318,327.867416605508
5500,103.03503191084968,328.9889592232996
5750,91.59434217243762,330.1048849180345
6000,93.68337820660388,330.7082423076953
6250,91.60458022901146,331.3384088427988
6500,90.42441459193984,331.925249778763
6750,89.63675106793785,332.52187689732057
7000,87.14793136224924,333.1232888633766
7250,84.16059562885276,334.83342425683423
7500,84.14291288557165,336.47294114150134
7750,82.8513678480658,337.0554985507201
8000,80.79533849942932,337.6634805452339
8250,77.99281144562029,340.18071835687005
8500,76.11065549176885,340.77406596582944
8750,73.98804577447163,341.3959025710439
9000,72.76184757043487,343.5134050894108
9250,71.30641757758198,344.1223215988803
9500,69.74742825121082,344.72341979914324
9750,68.32596386626918,345.14006237189056
10000,65.71971591477444,345.7457733637765
10250,65.37452696073524,346.35072863706404
10500,64.72200548186383,346.95722194745383
10750,61.4448547439631,347.6377728013
11000,61.35521969772796,349.4087556280566
11250,59.48089401586157,349.9976311447841
11500,59.26163209738128,352.6617447635129
11750,57.778578867259476,353.2740684575405
12000,56.47850512211974,353.874948936174
12250,55.36422249809779,354.43407938517015
12500,56.026892908596125,355.040936607145
12750,53.44649845365468,355.6421292134854
13000,52.9444733576204,356.2491001890354
13250,52.348160307482885,356.858926959844
13500,51.276915373059595,357.4781191406275
13750,50.2050205020502,358.0669316733063
14000,50.536891931109714,358.6698457425772
14250,49.61339561681655,359.65976209677285
14500,48.54757662509259,360.262216701029
14750,48.286432714559055,360.8674539419059
15000,47.488804063598934,361.4725630801707
15250,46.983630862936025,361.6945878464815
15500,46.06218394833025,362.68275891304114
15750,45.439987188726086,363.29031762114295
16000,44.97781161409238,363.91770244988743
16250,44.01276370147343,368.6179902272731
16500,43.53918526674007,370.9768891954032
16750,42.44031830238726,371.5772054245302
17000,42.3,372.1803822695043
17250,41.26974587052118,372.7871033980584
17500,41.059536327675126,373.39604756097583
17750,40.34841810172207,373.99908784119054
18000,39.87896034147612,374.60232613065165
18250,39.19288714252779,375.20518797953963
18500,38.530053441684515,375.44615012987174
18750,38.42689882918042,376.035032812501
19000,37.53528316617621,376.64197359999815
19250,37.43631322382711,377.2450403743327
19500,36.509127281820454,377.8480819178078
19750,36.52849222393467,378.4550408219187
20000,35.73895546145298,382.12061008403396
20250,35.68171111846127,382.7274800561791
20500,35.01120358514724,383.33067771428557
20750,34.430987889100194,383.9518770348832
21000,33.92985827528225,384.5457699115046
21250,33.443141652732024,385.15300359281247
21500,33.25253901163839,385.7560801204806
21750,32.702289160241214,386.362875535168
22000,32.64570398557981,389.4113315950915
22250,31.969373540583064,390.01356081504804
22500,31.99149567763805,390.62039623824273
22750,31.353614681104688,391.2234207667744
23000,31.169508002846346,399.50629549839107
23250,30.496980397664576,400.1358187500012
23500,30.495144851938047,400.74078749999916
23750,30.27720687753772,401.3458360927131
24000,29.39612532982854,401.95095767917974
24250,29.42854568931864,402.5577278911545
24500,28.861185713713073,403.1610062500003
24750,28.863499699338547,403.7660281250008
25000,28.492315100927005,404.3953059859151
25250,28.299046663321626,404.97417482269657
25500,28.042343939348417,405.59706964285544
25750,27.72467496071504,406.1859075812288
26000,27.46013770156643,406.7912135036497
26250,27.25287056890367,407.39796507352895
26500,26.990147091284893,408.00304907063156
26750,26.618899418587194,408.60615488721663
27000,26.43965948923385,409.21112613636427
27250,26.078757848703084,409.81805038461385
27500,25.873999638967447,410.42371589147194
27750,25.644364751019264,411.0262667968737
28000,25.54700649194518,411.649143529412
28250,25.201512090725444,412.99329404761755
28500,25.11155131360426,413.59619800796696
28750,24.909465596926832,414.26234899598353
29000,24.538279716357515,414.80643102040955
29250,24.45943643052618,414.65583237704845
29500,24.14031432492262,416.02473029045814
29750,24.126297664454253,416.63159045643243
30000,23.775367916294655,417.2367864978885
30250,23.629773514628432,417.839980084746
30500,23.32075547237041,417.69556266094486
30750,23.089587599887565,419.0512400000005
31000,22.83196475065091,419.656936403508
31250,22.746402661429318,420.26139030837135
31500,22.671414957114912,420.86644070796353
31750,22.194102996706036,420.7062303167428
32000,22.268587248726075,422.0767126126128
32250,22.052263865360906,422.6838027272721
32500,21.994797577559282,439.21583105022773
32750,21.807414520937115,439.8938944954137
33000,21.540280324206268,444.0074609302317
33250,21.487885451496624,444.5969612149526
33500,21.37223816499769,445.2001492957734
33750,21.20148410388727,445.75758160377546
34000,20.9261576971214,446.36304066985537
34250,20.938946440379105,446.967888516746
34500,20.617524896161736,447.5734432038842
34750,20.72798277674861,448.1800985507239
35000,20.482544654959487,448.78295196078295
35250,20.28642014983831,449.4042554455456
35500,20.004000800160032,449.99337049999946
35750,20.003400578098276,449.8346489999994
36000,19.810895992796038,450.4377863636355
36250,19.725840851515485,451.04509593908665
36500,19.554753309265944,451.64804205128127
36750,19.473414773696835,452.2553628865989
37000,19.44959647100105,452.8579809278357
37250,19.217872621538028,453.4651828124997
37500,19.210950241637732,454.0701463541666
37750,18.92630756751885,454.6914846560842
38000,18.783209618610442,455.28112032085625
38250,18.662144942659054,455.88570161290477
38500,18.517221015544457,456.489185945946
38750,18.491347255441884,457.09592173913006
39000,18.37589243575969,457.69941420764906
39250,18.216212429061866,458.3059142857154
39500,18.16047437968435,458.91112375690676
39750,18.061590021974936,459.51606111111096
40000,17.882977013341907,460.12137415730274
40250,17.785905925620746,460.7407288135589
40500,17.661816357250377,461.3314028409097
40750,17.572751189926294,461.9365908571415
41000,17.456208992957322,462.5417201149438
41250,16.916070266753415,463.1475384615379
41500,16.84649632987044,463.7446773809512
41750,16.72374772176491,470.48098562874117
42000,16.70083504175209,471.0874467065881
42250,16.47595414862516,471.69123536585346
42500,16.478602936004744,472.2986512195128
42750,16.380757132664034,472.9199312883434
43000,16.337740179815373,473.5087184049097
43250,16.105475861793007,474.1067447204958
43500,16.101439066116534,474.71717437500075
43750,16.045086693609043,480.20673374999905
44000,15.918306051959753,480.81909245283106
44250,15.795245329335895,481.3769165605078
44500,15.709425655393236,481.9719891719736
44750,15.612177498448789,482.58978782051275
45000,15.578515719224892,483.1854161290322
45250,15.466661310247167,483.8160746753247
45500,15.459984740794281,484.40327792207773
45750,15.25262154432793,485.01037434210525
46000,15.265335636524323,517.6025861842118
46250,15.14103219725456,518.2173370860922
46500,15.091150549317879,518.820518666667
46750,15.002550433573706,519.4256926666653
47000,14.963595279939744,520.0306429530189
47250,14.911631072236343,520.6374718120812
47500,14.760962776265979,521.2408986394557
47750,14.72296782981451,521.8618666666662
48000,14.524691976359811,522.4530668965515
48250,14.500580023200929,523.0580972413798
48500,14.384870737350367,523.6635006993007
48750,14.431605215421774,524.2682986111117
49000,14.289020598327582,524.8734683098605
49250,14.284420927682605,525.4785246478866
49500,14.119626280529936,526.0816553191474
49750,14.058483290488432,526.6887307142865
