TotalFrame,Time,DeltaTime,FPS,RAM
17207,0.0000,0.242439,4.12, 384.8402
17208,0.0000,0.242439,4.12, 383.9789
17209,0.0200,0.020000,50.00, 389.7565
17210,0.0543,0.034237,29.21, 404.9883
17211,0.2640,0.209797,4.77, 409.2500
17212,0.5052,0.241140,4.15, 410.4547
17213,0.7486,0.243384,4.11, 410.4547
17214,0.9917,0.243149,4.11, 410.0531
17215,1.2375,0.245849,4.07, 409.2500
17216,1.4778,0.240265,4.16, 410.0531
17217,1.7227,0.244907,4.08, 409.2500
17218,1.9639,0.241167,4.15, 410.0531
17219,2.2068,0.242882,4.12, 410.0523
17220,2.4501,0.243369,4.11, 410.0477
17221,2.6956,0.245400,4.07, 409.2446
17222,2.9362,0.240669,4.16, 410.0477
17223,3.1788,0.242553,4.12, 410.0477
17224,3.4247,0.245879,4.07, 409.2446
17225,3.6688,0.244090,4.10, 409.2446
17226,3.9095,0.240771,4.15, 410.0477
17227,4.1537,0.244197,4.10, 409.2446
17228,4.3975,0.243817,4.10, 409.2446
17229,4.6420,0.244449,4.09, 409.2446
17230,4.8849,0.242968,4.12, 409.2446
17231,5.1277,0.242702,4.12, 409.2446
17232,5.3686,0.240962,4.15, 409.2446
17233,5.6143,0.245698,4.07, 409.2446
17234,5.8563,0.241936,4.13, 409.2446
17235,6.0963,0.240000,4.17, 410.0477
17236,6.3396,0.243368,4.11, 410.0477
17237,6.5844,0.244783,4.09, 410.4493
17238,6.8270,0.242554,4.12, 410.0477
17239,7.0710,0.244097,4.10, 410.0477
17240,7.3196,0.248613,4.02, 409.2446
17241,7.5594,0.239761,4.17, 409.2446
17242,7.8008,0.241422,4.14, 409.6462
17243,8.0426,0.241767,4.14, 410.0477
17244,8.2894,0.246809,4.05, 409.2446
17245,8.5325,0.243076,4.11, 409.2446
17246,8.7748,0.242333,4.13, 409.2446
17247,9.0152,0.240360,4.16, 410.0477
17248,9.2578,0.242582,4.12, 410.0477
17249,9.5007,0.242889,4.12, 409.6462
17250,9.7471,0.246457,4.06, 409.2446
17251,9.9868,0.239684,4.17, 410.0477
