TotalFrame,Time,DeltaTime,FPS
23653,0.0000,0.033947,29.46
23654,0.0000,0.033947,29.46
23655,0.0200,0.020000,50.00
23656,0.0240,0.003953,252.99
23657,0.0276,0.003598,277.91
23658,0.0691,0.041548,24.07
23659,0.1043,0.035227,28.39
23660,0.1411,0.036769,27.20
23661,0.1760,0.034944,28.62
23662,0.2109,0.034911,28.64
23663,0.2460,0.035024,28.55
23664,0.2811,0.035104,28.49
23665,0.3158,0.034698,28.82
23666,0.3506,0.034856,28.69
23667,0.3859,0.035282,28.34
23668,0.4206,0.034722,28.80
23669,0.4558,0.035162,28.44
23670,0.4905,0.034685,28.83
23671,0.5253,0.034806,28.73
23672,0.5602,0.034890,28.66
23673,0.5951,0.034921,28.64
23674,0.6300,0.034941,28.62
23675,0.6649,0.034878,28.67
23676,0.6999,0.034973,28.59
23677,0.7352,0.035285,28.34
23678,0.7699,0.034729,28.79
23679,0.8051,0.035175,28.43
23680,0.8413,0.036268,27.57
23681,0.8767,0.035397,28.25
23682,0.9117,0.034897,28.66
23683,0.9465,0.034838,28.70
23684,0.9817,0.035173,28.43
23685,1.0164,0.034757,28.77
23686,1.0514,0.034950,28.61
23687,1.0862,0.034827,28.71
23688,1.1212,0.034978,28.59
23689,1.1560,0.034862,28.68
23690,1.1911,0.035066,28.52
23691,1.2261,0.035011,28.56
23692,1.2610,0.034862,28.68
23693,1.2957,0.034713,28.81
23694,1.3306,0.034894,28.66
23695,1.3656,0.035074,28.51
23696,1.4008,0.035097,28.49
23697,1.4355,0.034793,28.74
23698,1.4707,0.035211,28.40
23699,1.5053,0.034587,28.91
23700,1.5405,0.035144,28.45
23701,1.5756,0.035153,28.45
23702,1.6105,0.034851,28.69
23703,1.6456,0.035103,28.49
23704,1.6803,0.034714,28.81
23705,1.7151,0.034854,28.69
23706,1.7503,0.035131,28.46
23707,1.7850,0.034733,28.79
23708,1.8201,0.035119,28.47
23709,1.8550,0.034878,28.67
23710,1.8900,0.034998,28.57
23711,1.9249,0.034919,28.64
23712,1.9599,0.034968,28.60
23713,1.9948,0.034911,28.64
23714,2.0297,0.034852,28.69
23715,2.0645,0.034894,28.66
23716,2.0997,0.035181,28.42
23717,2.1346,0.034839,28.70
23718,2.1693,0.034776,28.76
23719,2.2043,0.034925,28.63
23720,2.2394,0.035128,28.47
23721,2.2741,0.034742,28.78
23722,2.3093,0.035194,28.41
23723,2.3439,0.034567,28.93
23724,2.3792,0.035315,28.32
23725,2.4141,0.034849,28.70
23726,2.4490,0.034975,28.59
23727,2.4839,0.034810,28.73
23728,2.5189,0.035024,28.55
23729,2.5537,0.034786,28.75
23730,2.5887,0.035053,28.53
23731,2.6236,0.034874,28.67
23732,2.6585,0.034946,28.62
23733,2.6935,0.034975,28.59
23734,2.7285,0.034967,28.60
23735,2.7639,0.035424,28.23
23736,2.7985,0.034615,28.89
23737,2.8333,0.034826,28.71
23738,2.8688,0.035506,28.16
23739,2.9034,0.034595,28.91
23740,2.9387,0.035260,28.36
23741,2.9732,0.034536,28.96
23742,3.0085,0.035201,28.41
23743,3.0430,0.034602,28.90
23744,3.0782,0.035103,28.49
23745,3.1129,0.034810,28.73
23746,3.1479,0.035005,28.57
23747,3.1830,0.035092,28.50
23748,3.2181,0.035033,28.54
23749,3.2529,0.034804,28.73
23750,3.2880,0.035064,28.52
23751,3.3228,0.034828,28.71
23752,3.3576,0.034829,28.71
23753,3.3924,0.034760,28.77
23754,3.4275,0.035125,28.47
23755,3.4623,0.034843,28.70
23756,3.4974,0.035109,28.48
23757,3.5322,0.034779,28.75
23758,3.5671,0.034908,28.65
23759,3.6021,0.034945,28.62
23760,3.6370,0.034950,28.61
23761,3.6720,0.034934,28.63
23762,3.7068,0.034846,28.70
23763,3.7417,0.034873,28.68
23764,3.7766,0.034865,28.68
23765,3.8116,0.035089,28.50
23766,3.8468,0.035186,28.42
23767,3.8817,0.034864,28.68
23768,3.9166,0.034955,28.61
23769,3.9515,0.034865,28.68
23770,3.9865,0.034972,28.59
23771,4.0217,0.035218,28.39
23772,4.0566,0.034908,28.65
23773,4.0914,0.034776,28.76
23774,4.1264,0.035033,28.54
23775,4.1613,0.034836,28.71
23776,4.1963,0.035004,28.57
23777,4.2318,0.035514,28.16
23778,4.2661,0.034325,29.13
23779,4.3011,0.034967,28.60
23780,4.3360,0.034913,28.64
23781,4.3711,0.035104,28.49
23782,4.4058,0.034684,28.83
23783,4.4407,0.034954,28.61
23784,4.4756,0.034886,28.66
23785,4.5105,0.034861,28.69
23786,4.5455,0.035003,28.57
23787,4.5804,0.034934,28.63
23788,4.6157,0.035258,28.36
23789,4.6503,0.034622,28.88
23790,4.6851,0.034822,28.72
23791,4.7201,0.034959,28.60
23792,4.7549,0.034876,28.67
23793,4.7900,0.035063,28.52
23794,4.8250,0.035016,28.56
23795,4.8603,0.035237,28.38
23796,4.8952,0.034985,28.58
23797,4.9301,0.034808,28.73
23798,4.9650,0.034946,28.62
23799,4.9999,0.034935,28.62
23800,5.0349,0.035017,28.56
23801,5.0698,0.034839,28.70
23802,5.1044,0.034617,28.89
23803,5.1396,0.035231,28.38
23804,5.1745,0.034913,28.64
23805,5.2094,0.034898,28.66
23806,5.2444,0.035008,28.56
23807,5.2795,0.035109,28.48
23808,5.3142,0.034680,28.84
23809,5.3491,0.034882,28.67
23810,5.3845,0.035418,28.23
23811,5.4191,0.034588,28.91
23812,5.4541,0.034988,28.58
23813,5.4891,0.034979,28.59
23814,5.5238,0.034699,28.82
23815,5.5587,0.034924,28.63
23816,5.5936,0.034896,28.66
23817,5.6289,0.035273,28.35
23818,5.6638,0.034867,28.68
23819,5.6991,0.035359,28.28
23820,5.7345,0.035351,28.29
23821,5.7688,0.034363,29.10
23822,5.8037,0.034903,28.65
23823,5.8385,0.034786,28.75
23824,5.8737,0.035232,28.38
23825,5.9084,0.034641,28.87
23826,5.9435,0.035125,28.47
23827,5.9783,0.034828,28.71
23828,6.0133,0.035018,28.56
23829,6.0483,0.034958,28.61
23830,6.0832,0.034913,28.64
23831,6.1181,0.034851,28.69
23832,6.1530,0.034969,28.60
23833,6.1879,0.034889,28.66
23834,6.2228,0.034882,28.67
23835,6.2577,0.034887,28.66
23836,6.2930,0.035265,28.36
23837,6.3276,0.034639,28.87
23838,6.3626,0.034981,28.59
23839,6.3975,0.034866,28.68
23840,6.4324,0.034939,28.62
23841,6.4675,0.035132,28.46
23842,6.5025,0.034944,28.62
23843,6.5374,0.034939,28.62
23844,6.5723,0.034865,28.68
23845,6.6071,0.034886,28.66
23846,6.6422,0.035103,28.49
23847,6.6770,0.034755,28.77
23848,6.7120,0.034958,28.61
23849,6.7468,0.034818,28.72
23850,6.7820,0.035268,28.35
23851,6.8169,0.034845,28.70
23852,6.8517,0.034779,28.75
23853,6.8868,0.035102,28.49
23854,6.9218,0.034974,28.59
23855,6.9566,0.034857,28.69
23856,6.9916,0.035019,28.56
23857,7.0266,0.035008,28.57
23858,7.0615,0.034844,28.70
23859,7.0963,0.034837,28.71
23860,7.1313,0.034966,28.60
23861,7.1663,0.034978,28.59
23862,7.2014,0.035085,28.50
23863,7.2360,0.034689,28.83
23864,7.2712,0.035220,28.39
23865,7.3064,0.035129,28.47
23866,7.3411,0.034692,28.83
23867,7.3760,0.034917,28.64
23868,7.4110,0.035014,28.56
23869,7.4458,0.034763,28.77
23870,7.4808,0.035075,28.51
23871,7.5157,0.034913,28.64
23872,7.5506,0.034848,28.70
23873,7.5855,0.034901,28.65
