TotalFrame,Time,DeltaTime,FPS
3167,0.0000,0.135180,7.40
3168,0.0000,0.135180,7.40
3169,0.0200,0.020000,50.00
3170,0.1717,0.151679,6.59
3171,0.3186,0.146913,6.81
3172,0.4703,0.151660,6.59
3173,0.6237,0.153426,6.52
3174,0.7821,0.158393,6.31
3175,0.9283,0.146260,6.84
3176,1.0711,0.142809,7.00
3177,1.2186,0.147412,6.78
3178,1.3616,0.143022,6.99
3179,1.5075,0.145952,6.85
3180,1.6528,0.145258,6.88
3181,1.7991,0.146358,6.83
3182,1.9469,0.147783,6.77
3183,2.0900,0.143055,6.99
3184,2.2474,0.157437,6.35
3185,2.4107,0.163313,6.12
3186,2.5677,0.156996,6.37
3187,2.7444,0.176633,5.66
3188,2.8879,0.143544,6.97
3189,3.0386,0.150675,6.64
3190,3.1834,0.144858,6.90
3191,3.3297,0.146255,6.84
3192,3.4749,0.145170,6.89
3193,3.6166,0.141784,7.05
3194,3.7613,0.144698,6.91
3195,3.9081,0.146799,6.81
3196,4.0531,0.144923,6.90
3197,4.1978,0.144692,6.91
3198,4.3407,0.142931,7.00
3199,4.4835,0.142769,7.00
3200,4.6339,0.150449,6.65
3201,4.7813,0.147413,6.78
3202,4.9342,0.152867,6.54
3203,5.0910,0.156813,6.38
3204,5.2347,0.143718,6.96
3205,5.3806,0.145880,6.85
3206,5.5230,0.142375,7.02
3207,5.6666,0.143581,6.96
3208,5.8108,0.144222,6.93
3209,5.9515,0.140718,7.11
3210,6.0937,0.142212,7.03
3211,6.2399,0.146239,6.84
3212,6.3836,0.143677,6.96
3213,6.5287,0.145082,6.89
3214,6.6739,0.145217,6.89
3215,6.8180,0.144120,6.94
3216,6.9593,0.141220,7.08
3217,7.1013,0.142048,7.04
3218,7.2517,0.150355,6.65
3219,7.3948,0.143160,6.99
3220,7.5444,0.149625,6.68
3221,7.6876,0.143165,6.98
3222,7.8296,0.141968,7.04
3223,7.9752,0.145617,6.87
3224,8.1246,0.149428,6.69
3225,8.2732,0.148597,6.73
3226,8.4175,0.144245,6.93
3227,8.5624,0.144934,6.90
3228,8.7050,0.142620,7.01
3229,8.8474,0.142384,7.02
3230,8.9892,0.141771,7.05
3231,9.1395,0.150348,6.65
3232,9.2865,0.146942,6.81
3233,9.4325,0.146078,6.85
3234,9.5810,0.148423,6.74
3235,9.7253,0.144324,6.93
3236,9.8671,0.141856,7.05
