TotalFrame,Time,DeltaTime,FPS,RAM
53072,0.0000,0.023419,42.70, 2009.7010
53073,0.0000,0.023419,42.70, 2009.8390
53074,0.0200,0.020000,50.00, 2009.7240
53075,0.0229,0.003134,319.10, 2009.7260
53076,0.0259,0.002994,333.97, 2009.7260
53077,0.0615,0.035354,28.29, 2009.7260
53078,0.0908,0.029342,34.08, 2009.7260
53079,0.1206,0.029771,33.59, 2009.7260
53080,0.1509,0.030527,32.76, 2009.7260
53081,0.1797,0.028422,35.18, 2009.7260
53082,0.2065,0.026800,37.31, 2009.7260
53083,0.2324,0.026153,38.24, 2009.7260
53084,0.2588,0.026181,38.20, 2009.7250
53085,0.2847,0.026228,38.13, 2009.7200
53086,0.3115,0.026786,37.33, 2009.7200
53087,0.3374,0.025525,39.18, 2009.7200
53088,0.3633,0.026198,38.17, 2009.7210
53089,0.3896,0.026351,37.95, 2009.7200
53090,0.4155,0.025924,38.57, 2009.7200
53091,0.4419,0.026438,37.82, 2009.7200
53092,0.4678,0.025737,38.86, 2009.7210
53093,0.4941,0.026056,38.38, 2009.7210
53094,0.5210,0.026986,37.06, 2009.7200
53095,0.5464,0.025607,39.05, 2009.7210
53096,0.5728,0.026420,37.85, 2009.7200
53097,0.5991,0.026121,38.28, 2009.7200
53098,0.6255,0.026219,38.14, 2009.7200
53099,0.6514,0.025953,38.53, 2009.7210
53100,0.6772,0.026165,38.22, 2009.7210
53101,0.7036,0.026196,38.17, 2009.7200
53102,0.7300,0.026262,38.08, 2009.7200
53103,0.7559,0.025844,38.69, 2009.7200
53104,0.7822,0.026449,37.81, 2009.7210
53105,0.8076,0.025513,39.20, 2009.7230
53106,0.8345,0.026581,37.62, 2009.7200
53107,0.8613,0.026912,37.16, 2009.7200
53108,0.8867,0.025404,39.36, 2009.7200
53109,0.9121,0.025774,38.80, 2009.7210
53110,0.9385,0.026233,38.12, 2009.7200
53111,0.9648,0.026528,37.70, 2009.7200
53112,0.9912,0.025945,38.54, 2009.7210
53113,1.0171,0.026098,38.32, 2009.7290
53114,1.0435,0.026137,38.26, 2009.7200
53115,1.0693,0.026272,38.06, 2009.7210
53116,1.0957,0.026081,38.34, 2009.7210
53117,1.1216,0.026152,38.24, 2009.7210
53118,1.1475,0.025752,38.83, 2009.7200
53119,1.1738,0.026491,37.75, 2009.7290
53120,1.2012,0.027163,36.82, 2009.7200
53121,1.2275,0.026345,37.96, 2009.7200
53122,1.2534,0.025778,38.79, 2009.7210
53123,1.2798,0.026251,38.09, 2009.7200
53124,1.3062,0.026594,37.60, 2009.7230
53125,1.3315,0.025530,39.17, 2009.7200
53126,1.3584,0.026916,37.15, 2009.7350
53127,1.3843,0.025637,39.01, 2009.7200
53128,1.4102,0.025734,38.86, 2009.7210
53129,1.4360,0.026249,38.10, 2009.7210
53130,1.4624,0.025982,38.49, 2009.7210
53131,1.4883,0.025916,38.59, 2009.7200
53132,1.5151,0.026895,37.18, 2009.7210
53133,1.5405,0.025391,39.38, 2009.7210
53134,1.5664,0.026201,38.17, 2009.7200
