TotalFrame,Time,DeltaTime,FPS,RAM
43575,0.0000,0.333333,3.00, 428.3548
43576,0.0000,0.333333,3.00, 428.5899
43577,0.0200,0.020000,50.00, 428.4170
43578,0.0234,0.003401,294.06, 428.3814
43579,0.0264,0.002890,346.06, 428.3815
43580,0.0352,0.008442,118.46, 428.3814
43581,0.0381,0.003004,332.94, 428.3809
43582,0.0410,0.002903,344.50, 428.3812
43583,0.0439,0.002905,344.25, 428.3812
43584,0.0469,0.002970,336.66, 428.3812
43585,0.0498,0.002907,343.99, 428.3812
43586,0.0522,0.002851,350.80, 428.3806
43587,0.0557,0.003016,331.60, 428.3810
43588,0.0586,0.002873,348.09, 428.3758
43589,0.0610,0.002884,346.79, 428.3758
43590,0.0640,0.002939,340.23, 428.3752
43591,0.0669,0.002927,341.62, 428.3758
43592,0.0698,0.002787,358.83, 428.3758
43593,0.0728,0.002905,344.26, 428.3758
43594,0.0757,0.002841,351.96, 428.3758
43595,0.0786,0.002911,343.58, 428.3758
43596,0.0815,0.002793,357.99, 428.3758
43597,0.0845,0.002916,342.95, 428.3758
43598,0.0869,0.002839,352.20, 428.3758
43599,0.0898,0.002886,346.49, 428.3752
43600,0.0928,0.002839,352.22, 428.3901
43601,0.0957,0.002854,350.35, 428.3758
43602,0.0986,0.002861,349.54, 428.3758
43603,0.1016,0.002873,348.04, 428.3755
43604,0.1045,0.002918,342.70, 428.3758
43605,0.1069,0.002819,354.74, 428.3905
43606,0.1099,0.002936,340.60, 428.3752
43607,0.1128,0.002876,347.75, 428.3752
43608,0.1157,0.002982,335.38, 428.3758
43609,0.1187,0.002761,362.14, 428.3758
43610,0.1216,0.002942,339.95, 428.3752
43611,0.1245,0.002949,339.06, 428.3758
43612,0.1274,0.002946,339.48, 428.3758
43613,0.1304,0.002800,357.09, 428.3758
43614,0.1333,0.002915,343.08, 428.3752
43615,0.1362,0.002910,343.69, 428.3758
43616,0.1392,0.002964,337.44, 428.3758
43617,0.1421,0.002848,351.10, 428.3758
43618,0.1450,0.002902,344.59, 428.3752
43619,0.1479,0.002843,351.72, 428.3758
43620,0.1504,0.002855,350.28, 428.3758
43621,0.1533,0.002845,351.54, 428.3855
43622,0.1563,0.002847,351.31, 428.3758
43623,0.1592,0.002886,346.55, 428.3758
43624,0.1621,0.002831,353.27, 428.3752
43625,0.1650,0.002920,342.51, 428.3758
43626,0.1675,0.002769,361.15, 428.3759
43627,0.1709,0.003246,308.10, 428.3758
43628,0.1738,0.003060,326.75, 428.3755
43629,0.1768,0.002977,335.95, 428.3758
43630,0.1797,0.002940,340.19, 428.3758
