TotalFrame,Time,DeltaTime,FPS
11948,0.0000,0.008602,116.25
11949,0.0000,0.008602,116.25
11950,0.0200,0.020000,50.00
11951,0.0243,0.004303,232.39
11952,0.0278,0.003522,283.97
11953,0.0406,0.012764,78.35
11954,0.0500,0.009436,105.97
11955,0.0601,0.010083,99.18
11956,0.0696,0.009482,105.46
11957,0.0789,0.009295,107.58
11958,0.0887,0.009782,102.23
11959,0.0981,0.009385,106.56
11960,0.1077,0.009640,103.74
11961,0.1175,0.009775,102.31
11962,0.1270,0.009527,104.96
11963,0.1365,0.009463,105.67
11964,0.1461,0.009597,104.20
11965,0.1555,0.009492,105.35
11966,0.1653,0.009729,102.79
11967,0.1746,0.009358,106.87
11968,0.1843,0.009667,103.45
11969,0.1937,0.009392,106.48
11970,0.2033,0.009635,103.79
11971,0.2135,0.010184,98.20
11972,0.2224,0.008849,113.00
11973,0.2320,0.009682,103.29
11974,0.2414,0.009402,106.36
11975,0.2510,0.009586,104.32
11976,0.2608,0.009800,102.04
11977,0.2704,0.009560,104.60
11978,0.2799,0.009504,105.22
11979,0.2894,0.009488,105.40
11980,0.2989,0.009560,104.60
11981,0.3085,0.009587,104.31
11982,0.3181,0.009545,104.77
11983,0.3279,0.009844,101.59
11984,0.3374,0.009446,105.86
11985,0.3468,0.009408,106.29
11986,0.3563,0.009521,105.03
11987,0.3658,0.009493,105.34
11988,0.3754,0.009633,103.82
11989,0.3851,0.009657,103.55
11990,0.3946,0.009502,105.24
11991,0.4041,0.009570,104.49
11992,0.4137,0.009522,105.02
11993,0.4233,0.009649,103.64
11994,0.4327,0.009425,106.10
11995,0.4423,0.009542,104.80
11996,0.4519,0.009660,103.52
11997,0.4614,0.009425,106.10
11998,0.4710,0.009634,103.80
11999,0.4807,0.009704,103.05
12000,0.4898,0.009057,110.41
12001,0.4996,0.009865,101.37
12002,0.5091,0.009451,105.81
12003,0.5187,0.009582,104.36
12004,0.5281,0.009466,105.64
12005,0.5377,0.009575,104.44
12006,0.5472,0.009545,104.77
12007,0.5569,0.009647,103.66
12008,0.5664,0.009461,105.70
12009,0.5757,0.009320,107.30
12010,0.5853,0.009577,104.41
12011,0.5949,0.009686,103.24
12012,0.6045,0.009542,104.81
12013,0.6140,0.009538,104.84
12014,0.6237,0.009656,103.56
12015,0.6332,0.009534,104.89
12016,0.6427,0.009488,105.39
12017,0.6523,0.009601,104.15
12018,0.6617,0.009444,105.89
12019,0.6712,0.009439,105.95
12020,0.6809,0.009689,103.21
12021,0.6904,0.009508,105.18
12022,0.7000,0.009591,104.27
12023,0.7095,0.009507,105.19
12024,0.7191,0.009642,103.71
12025,0.7288,0.009641,103.73
12026,0.7381,0.009368,106.75
12027,0.7477,0.009611,104.05
12028,0.7577,0.009948,100.52
12029,0.7667,0.009008,111.01
12030,0.7764,0.009729,102.79
12031,0.7859,0.009516,105.08
12032,0.7955,0.009579,104.40
12033,0.8050,0.009528,104.96
12034,0.8147,0.009684,103.26
12035,0.8250,0.010272,97.36
12036,0.8349,0.009927,100.73
12037,0.8450,0.010055,99.46
12038,0.8543,0.009350,106.95
12039,0.8638,0.009505,105.21
12040,0.8734,0.009611,104.05
12041,0.8831,0.009636,103.77
12042,0.8931,0.010043,99.57
12043,0.9026,0.009474,105.56
12044,0.9125,0.009898,101.03
12045,0.9220,0.009513,105.12
12046,0.9314,0.009389,106.51
12047,0.9410,0.009638,103.76
12048,0.9506,0.009511,105.14
12049,0.9601,0.009509,105.17
12050,0.9696,0.009585,104.33
12051,0.9793,0.009611,104.05
12052,0.9886,0.009370,106.72
12053,0.9986,0.009934,100.67
12054,1.0084,0.009817,101.86
12055,1.0178,0.009410,106.27
12056,1.0272,0.009429,106.05
12057,1.0370,0.009788,102.17
12058,1.0465,0.009450,105.82
12059,1.0559,0.009450,105.82
12060,1.0655,0.009614,104.02
12061,1.0750,0.009474,105.55
12062,1.0848,0.009760,102.46
12063,1.0941,0.009359,106.85
12064,1.1037,0.009584,104.34
12065,1.1132,0.009514,105.11
12066,1.1228,0.009559,104.62
12067,1.1322,0.009481,105.48
12068,1.1418,0.009523,105.01
12069,1.1513,0.009545,104.77
12070,1.1609,0.009622,103.93
12071,1.1705,0.009523,105.01
12072,1.1800,0.009493,105.35
12073,1.1895,0.009538,104.85
12074,1.1991,0.009621,103.94
12075,1.2087,0.009550,104.71
12076,1.2182,0.009504,105.22
12077,1.2277,0.009562,104.58
12078,1.2373,0.009615,104.01
12079,1.2470,0.009670,103.41
12080,1.2565,0.009531,104.92
12081,1.2661,0.009521,105.03
12082,1.2758,0.009691,103.19
12083,1.2852,0.009400,106.38
12084,1.2946,0.009442,105.91
12085,1.3042,0.009626,103.89
12086,1.3138,0.009583,104.35
12087,1.3232,0.009424,106.11
12088,1.3331,0.009851,101.52
12089,1.3429,0.009780,102.25
12090,1.3521,0.009227,108.38
12091,1.3615,0.009426,106.09
12092,1.3711,0.009610,104.06
12093,1.3810,0.009892,101.10
12094,1.3904,0.009350,106.96
12095,1.3997,0.009328,107.21
12096,1.4094,0.009672,103.39
12097,1.4188,0.009467,105.63
12098,1.4284,0.009543,104.79
12099,1.4379,0.009509,105.17
12100,1.4475,0.009649,103.64
12101,1.4571,0.009521,105.03
12102,1.4666,0.009565,104.54
12103,1.4760,0.009407,106.30
12104,1.4856,0.009528,104.96
12105,1.4953,0.009742,102.65
12106,1.5047,0.009403,106.35
12107,1.5142,0.009470,105.60
12108,1.5238,0.009624,103.90
12109,1.5333,0.009471,105.59
12110,1.5429,0.009639,103.74
12111,1.5524,0.009481,105.47
12112,1.5617,0.009347,106.99
12113,1.5715,0.009736,102.71
12114,1.5810,0.009581,104.37
12115,1.5905,0.009458,105.73
12116,1.6000,0.009542,104.80
12117,1.6096,0.009578,104.41
12118,1.6193,0.009643,103.70
12119,1.6287,0.009457,105.74
12120,1.6382,0.009478,105.51
12121,1.6477,0.009541,104.81
12122,1.6574,0.009643,103.70
12123,1.6670,0.009564,104.56
12124,1.6766,0.009648,103.65
12125,1.6860,0.009363,106.80
12126,1.6957,0.009752,102.54
12127,1.7051,0.009408,106.29
12128,1.7147,0.009540,104.82
12129,1.7243,0.009670,103.41
12130,1.7338,0.009510,105.15
12131,1.7433,0.009443,105.89
12132,1.7526,0.009353,106.92
12133,1.7624,0.009732,102.76
12134,1.7719,0.009536,104.87
12135,1.7815,0.009577,104.41
12136,1.7910,0.009533,104.90
12137,1.8005,0.009480,105.48
12138,1.8101,0.009587,104.31
12139,1.8196,0.009535,104.88
12140,1.8293,0.009670,103.41
12141,1.8388,0.009488,105.40
12142,1.8488,0.009988,100.13
12143,1.8581,0.009311,107.41
12144,1.8676,0.009519,105.06
12145,1.8770,0.009392,106.47
12146,1.8866,0.009619,103.97
12147,1.8960,0.009445,105.88
12148,1.9056,0.009512,105.13
12149,1.9151,0.009495,105.32
12150,1.9246,0.009590,104.27
12151,1.9342,0.009535,104.87
12152,1.9437,0.009529,104.94
12153,1.9532,0.009522,105.02
12154,1.9629,0.009672,103.39
12155,1.9724,0.009462,105.69
12156,1.9819,0.009553,104.68
12157,1.9914,0.009527,104.97
12158,2.0011,0.009636,103.78
12159,2.0105,0.009397,106.42
12160,2.0201,0.009652,103.60
12161,2.0296,0.009466,105.64
12162,2.0392,0.009574,104.45
12163,2.0487,0.009549,104.72
12164,2.0582,0.009478,105.51
12165,2.0679,0.009696,103.13
12166,2.0773,0.009436,105.97
12167,2.0869,0.009563,104.57
12168,2.0964,0.009476,105.53
12169,2.1062,0.009843,101.59
12170,2.1161,0.009848,101.54
12171,2.1254,0.009349,106.97
12172,2.1347,0.009287,107.68
12173,2.1441,0.009375,106.67
12174,2.1537,0.009616,103.99
12175,2.1632,0.009492,105.36
12176,2.1727,0.009528,104.96
12177,2.1823,0.009562,104.58
12178,2.1917,0.009461,105.70
12179,2.2014,0.009697,103.12
12180,2.2110,0.009543,104.79
12181,2.2205,0.009514,105.11
12182,2.2300,0.009515,105.10
12183,2.2395,0.009488,105.40
12184,2.2490,0.009533,104.90
12185,2.2587,0.009667,103.44
12186,2.2686,0.009960,100.40
12187,2.2779,0.009263,107.95
12188,2.2875,0.009580,104.38
12189,2.2970,0.009483,105.45
12190,2.3065,0.009574,104.46
12191,2.3161,0.009595,104.23
12192,2.3255,0.009320,107.30
12193,2.3351,0.009657,103.56
12194,2.3448,0.009682,103.29
12195,2.3542,0.009379,106.62
12196,2.3641,0.009879,101.23
12197,2.3735,0.009456,105.76
12198,2.3829,0.009399,106.39
12199,2.3924,0.009488,105.40
12200,2.4019,0.009471,105.59
12201,2.4114,0.009554,104.66
12202,2.4210,0.009550,104.71
12203,2.4304,0.009393,106.46
12204,2.4401,0.009741,102.65
12205,2.4495,0.009419,106.17
12206,2.4592,0.009650,103.63
12207,2.4689,0.009693,103.17
12208,2.4783,0.009433,106.01
12209,2.4878,0.009480,105.49
12210,2.4976,0.009790,102.15
12211,2.5070,0.009442,105.91
12212,2.5165,0.009489,105.39
12213,2.5261,0.009628,103.86
12214,2.5358,0.009621,103.94
12215,2.5454,0.009634,103.80
12216,2.5548,0.009411,106.25
12217,2.5644,0.009562,104.58
12218,2.5739,0.009568,104.52
12219,2.5834,0.009457,105.75
12220,2.5930,0.009642,103.72
12221,2.6025,0.009427,106.08
12222,2.6121,0.009658,103.54
12223,2.6216,0.009519,105.05
12224,2.6311,0.009507,105.18
12225,2.6407,0.009521,105.03
12226,2.6502,0.009511,105.14
12227,2.6597,0.009532,104.91
12228,2.6693,0.009581,104.38
12229,2.6788,0.009567,104.52
12230,2.6884,0.009533,104.90
12231,2.6978,0.009460,105.71
12232,2.7076,0.009780,102.25
12233,2.7170,0.009400,106.38
