TotalFrame,Time,DeltaTime,FPS
12953,0.0000,0.075219,13.29
12954,0.0000,0.075219,13.29
12955,0.0200,0.020000,50.00
12956,0.0970,0.076961,12.99
12957,0.1735,0.076519,13.07
12958,0.2499,0.076437,13.08
12959,0.3261,0.076197,13.12
12960,0.4036,0.077478,12.91
12961,0.4828,0.079188,12.63
12962,0.5587,0.075942,13.17
12963,0.6367,0.077997,12.82
12964,0.7130,0.076226,13.12
12965,0.7891,0.076125,13.14
12966,0.8659,0.076826,13.02
12967,0.9430,0.077077,12.97
12968,1.0191,0.076149,13.13
12969,1.0958,0.076640,13.05
12970,1.1722,0.076373,13.09
12971,1.2491,0.076991,12.99
12972,1.3257,0.076538,13.07
12973,1.4032,0.077535,12.90
12974,1.4804,0.077201,12.95
12975,1.5567,0.076284,13.11
12976,1.6332,0.076563,13.06
12977,1.7094,0.076134,13.13
12978,1.7854,0.075999,13.16
12979,1.8624,0.077015,12.98
12980,1.9404,0.078012,12.82
12981,2.0164,0.076022,13.15
12982,2.0929,0.076462,13.08
12983,2.1685,0.075618,13.22
12984,2.2454,0.076856,13.01
12985,2.3212,0.075870,13.18
12986,2.3989,0.077651,12.88
12987,2.4757,0.076838,13.01
12988,2.5520,0.076254,13.11
12989,2.6285,0.076576,13.06
12990,2.7046,0.076002,13.16
12991,2.7815,0.076929,13.00
12992,2.8575,0.076069,13.15
12993,2.9350,0.077434,12.91
12994,3.0103,0.075356,13.27
12995,3.0878,0.077458,12.91
12996,3.1644,0.076602,13.05
12997,3.2404,0.076008,13.16
12998,3.3167,0.076336,13.10
12999,3.3937,0.076930,13.00
13000,3.4716,0.077892,12.84
13001,3.5496,0.078012,12.82
13002,3.6255,0.075951,13.17
13003,3.7016,0.076085,13.14
13004,3.7791,0.077486,12.91
13005,3.8552,0.076051,13.15
13006,3.9324,0.077252,12.94
13007,4.0092,0.076824,13.02
13008,4.0855,0.076317,13.10
13009,4.1620,0.076450,13.08
13010,4.2382,0.076224,13.12
13011,4.3144,0.076128,13.14
13012,4.3906,0.076276,13.11
13013,4.4682,0.077572,12.89
13014,4.5458,0.077614,12.88
13015,4.6220,0.076245,13.12
13016,4.6980,0.075916,13.17
13017,4.7749,0.076902,13.00
13018,4.8511,0.076267,13.11
13019,4.9284,0.077263,12.94
13020,5.0047,0.076342,13.10
13021,5.0817,0.076909,13.00
13022,5.1586,0.076929,13.00
13023,5.2345,0.075888,13.18
13024,5.3109,0.076388,13.09
13025,5.3879,0.077076,12.97
13026,5.4652,0.077239,12.95
13027,5.5396,0.074420,13.44
13028,5.6176,0.078020,12.82
13029,5.6938,0.076165,13.13
13030,5.7699,0.076145,13.13
13031,5.8462,0.076302,13.11
13032,5.9234,0.077151,12.96
13033,5.9997,0.076335,13.10
13034,6.0761,0.076356,13.10
13035,6.1528,0.076704,13.04
13036,6.2294,0.076668,13.04
13037,6.3055,0.076057,13.15
13038,6.3818,0.076339,13.10
13039,6.4593,0.077418,12.92
13040,6.5359,0.076675,13.04
13041,6.6118,0.075885,13.18
13042,6.6882,0.076398,13.09
13043,6.7649,0.076643,13.05
13044,6.8409,0.076039,13.15
13045,6.9176,0.076690,13.04
13046,6.9945,0.076949,13.00
13047,7.0710,0.076413,13.09
13048,7.1470,0.076053,13.15
13049,7.2233,0.076334,13.10
13050,7.3000,0.076651,13.05
13051,7.3771,0.077101,12.97
13052,7.4554,0.078259,12.78
13053,7.5315,0.076153,13.13
13054,7.6083,0.076853,13.01
13055,7.6848,0.076443,13.08
13056,7.7637,0.078886,12.68
13057,7.8502,0.086485,11.56
13058,7.9296,0.079421,12.59
13059,8.0051,0.075551,13.24
13060,8.0824,0.077243,12.95
13061,8.1584,0.075990,13.16
13062,8.2342,0.075853,13.18
13063,8.3080,0.073724,13.56
13064,8.3886,0.080702,12.39
13065,8.4674,0.078795,12.69
13066,8.5436,0.076183,13.13
13067,8.6205,0.076835,13.01
13068,8.6977,0.077195,12.95
13069,8.7737,0.076076,13.14
13070,8.8492,0.075511,13.24
13071,8.9266,0.077358,12.93
13072,9.0023,0.075727,13.21
13073,9.0790,0.076701,13.04
13074,9.1554,0.076403,13.09
13075,9.2317,0.076254,13.11
13076,9.3087,0.077011,12.99
13077,9.3846,0.075954,13.17
13078,9.4661,0.081464,12.28
13079,9.5483,0.082209,12.16
13080,9.6321,0.083721,11.94
13081,9.7139,0.081859,12.22
13082,9.7961,0.082218,12.16
13083,9.8794,0.083230,12.01
13084,9.9619,0.082574,12.11
