TotalFrame,Time,DeltaTime,FPS,RAM
574227,0.0000,0.016499,60.61, 1339.5040
574228,0.0000,0.016499,60.61, 1339.6420
574229,0.0200,0.020000,50.00, 1339.5280
574230,0.0234,0.003418,292.56, 1339.5290
574231,0.0269,0.003374,296.40, 1339.5300
574232,0.0493,0.022485,44.47, 1339.5290
574233,0.0649,0.015583,64.17, 1339.5290
574234,0.0815,0.016428,60.87, 1339.5290
574235,0.0977,0.016232,61.61, 1339.5290
574236,0.1143,0.016553,60.41, 1339.5290
574237,0.1309,0.016813,59.48, 1339.5290
574238,0.1475,0.016342,61.19, 1339.5290
574239,0.1636,0.016279,61.43, 1339.5280
574240,0.1802,0.016641,60.09, 1339.5230
574241,0.1973,0.016742,59.73, 1339.5230
574242,0.2139,0.016621,60.17, 1339.5230
574243,0.2305,0.016528,60.51, 1339.5240
574244,0.2466,0.016564,60.37, 1339.5230
574245,0.2632,0.016490,60.64, 1339.5230
574246,0.2803,0.016911,59.13, 1339.5240
574247,0.2969,0.016603,60.23, 1339.5230
574248,0.3135,0.016768,59.64, 1339.5230
574249,0.3301,0.016511,60.57, 1339.5240
574250,0.3467,0.016384,61.04, 1339.5240
574251,0.3628,0.016551,60.42, 1339.5240
574252,0.3799,0.016662,60.02, 1339.5230
574253,0.3970,0.017055,58.63, 1339.5230
574254,0.4131,0.016303,61.34, 1339.5240
574255,0.4297,0.016538,60.47, 1339.5240
574256,0.4463,0.016616,60.18, 1339.5240
574257,0.4629,0.016857,59.32, 1339.5230
574258,0.4795,0.016287,61.40, 1339.5230
574259,0.4961,0.016710,59.85, 1339.5230
574260,0.5132,0.016936,59.04, 1339.5240
574261,0.5298,0.016553,60.41, 1339.5230
574262,0.5464,0.016686,59.93, 1339.5240
574263,0.5630,0.016537,60.47, 1339.5240
574264,0.5796,0.016608,60.21, 1339.5240
574265,0.5957,0.016366,61.10, 1339.5230
574266,0.6123,0.016692,59.91, 1339.5230
574267,0.6294,0.017031,58.72, 1339.5240
574268,0.6465,0.016878,59.25, 1339.5240
574269,0.6631,0.016728,59.78, 1339.5230
574270,0.6807,0.017474,57.23, 1339.5230
574271,0.6978,0.017047,58.66, 1339.5480
574272,0.7144,0.016613,60.20, 1339.5240
574273,0.7310,0.016732,59.77, 1339.5240
574274,0.7476,0.016479,60.68, 1339.5240
574275,0.7642,0.016741,59.73, 1339.5240
574276,0.7808,0.016549,60.43, 1339.5230
574277,0.7974,0.016645,60.08, 1339.5230
574278,0.8145,0.016898,59.18, 1339.5230
574279,0.8306,0.016536,60.47, 1339.5240
574280,0.8477,0.016715,59.83, 1339.5230
574281,0.8643,0.016949,59.00, 1339.5230
574282,0.8809,0.016187,61.78, 1339.5240
574283,0.8975,0.016715,59.83, 1339.5240
574284,0.9146,0.017121,58.41, 1339.5240
574285,0.9307,0.016411,60.93, 1339.5230
574286,0.9478,0.016903,59.16, 1339.5240
574287,0.9644,0.016509,60.57, 1339.5230
574288,0.9814,0.017098,58.49, 1339.5230
574289,0.9980,0.016516,60.55, 1339.5230
574290,1.0146,0.016545,60.44, 1339.5240
574291,1.0313,0.016778,59.60, 1339.5240
574292,1.0479,0.016860,59.31, 1339.5230
574293,1.0645,0.016543,60.45, 1339.5240
574294,1.0815,0.016986,58.87, 1339.5230
574295,1.0986,0.016770,59.63, 1339.5240
574296,1.1152,0.016877,59.25, 1339.5230
574297,1.1318,0.016789,59.56, 1339.5230
574298,1.1484,0.016531,60.49, 1339.5260
574299,1.1655,0.016935,59.05, 1339.5230
574300,1.1821,0.016717,59.82, 1339.5240
574301,1.1987,0.016617,60.18, 1339.5230
