TotalFrame,Time,DeltaTime,FPS,RAM
94676,0.0000,0.061712,16.20, 462.8967
94677,0.0000,0.061712,16.20, 459.1382
94678,0.0200,0.020000,50.00, 458.8936
94679,0.0753,0.055318,18.08, 458.8927
94680,0.1315,0.056148,17.81, 458.8926
94681,0.1890,0.057409,17.42, 458.8926
94682,0.2479,0.059002,16.95, 458.8926
94683,0.3037,0.055760,17.93, 458.8926
94684,0.3591,0.055394,18.05, 458.8926
94685,0.4144,0.055299,18.08, 458.8926
94686,0.4697,0.055366,18.06, 458.8926
94687,0.5251,0.055373,18.06, 458.8926
94688,0.5803,0.055262,18.10, 458.8872
94689,0.6376,0.057249,17.47, 458.8873
94690,0.6985,0.060804,16.45, 458.8873
94691,0.7548,0.056389,17.73, 458.8873
94692,0.8114,0.056575,17.68, 458.8873
94693,0.8677,0.056246,17.78, 458.8873
94694,0.9193,0.051633,19.37, 458.8873
94695,0.9766,0.057346,17.44, 458.8873
94696,1.0319,0.055224,18.11, 458.8873
94697,1.0878,0.055961,17.87, 458.8873
94698,1.1448,0.056988,17.55, 458.8873
94699,1.2003,0.055528,18.01, 458.8872
94700,1.2557,0.055462,18.03, 458.8873
94701,1.3112,0.055389,18.05, 458.8873
94702,1.3663,0.055141,18.14, 458.8873
94703,1.4219,0.055515,18.01, 458.8873
94704,1.4769,0.055122,18.14, 458.8873
94705,1.5323,0.055417,18.04, 458.8872
94706,1.5880,0.055631,17.98, 458.8873
94707,1.6445,0.056524,17.69, 458.8873
94708,1.7059,0.061355,16.30, 458.8873
94709,1.7610,0.055151,18.13, 458.8873
94710,1.8186,0.057538,17.38, 458.8873
94711,1.8745,0.055958,17.87, 458.8873
94712,1.9298,0.055274,18.09, 458.8873
94713,1.9847,0.054909,18.21, 458.8873
94714,2.0400,0.055328,18.07, 458.8873
94715,2.0957,0.055658,17.97, 458.8873
94716,2.1547,0.058988,16.95, 458.8873
94717,2.2067,0.051960,19.25, 458.8873
94718,2.2616,0.055019,18.18, 458.8873
94719,2.3169,0.055289,18.09, 458.8873
94720,2.3724,0.055458,18.03, 458.8873
94721,2.4280,0.055622,17.98, 458.8873
94722,2.4836,0.055627,17.98, 458.8873
94723,2.5391,0.055439,18.04, 458.8873
94724,2.5942,0.055090,18.15, 458.8872
94725,2.6503,0.056076,17.83, 458.8873
94726,2.7070,0.056757,17.62, 458.8873
94727,2.7622,0.055200,18.12, 458.8872
94728,2.8206,0.058321,17.15, 458.8873
94729,2.8756,0.055031,18.17, 458.8873
94730,2.9309,0.055386,18.06, 458.8873
94731,2.9861,0.055146,18.13, 458.8873
94732,3.0427,0.056614,17.66, 458.8873
94733,3.0978,0.055035,18.17, 458.8873
94734,3.1530,0.055222,18.11, 458.8872
94735,3.2085,0.055525,18.01, 458.8873
94736,3.2636,0.055056,18.16, 458.8873
94737,3.3203,0.056731,17.63, 458.8872
94738,3.3782,0.057917,17.27, 458.8873
94739,3.4352,0.056976,17.55, 458.8873
94740,3.4908,0.055681,17.96, 458.8873
94741,3.5470,0.056112,17.82, 458.8873
94742,3.6024,0.055414,18.05, 458.8872
94743,3.6584,0.056098,17.83, 458.8873
94744,3.7175,0.059047,16.94, 458.8873
94745,3.7729,0.055437,18.04, 458.8873
94746,3.8279,0.054981,18.19, 458.8873
94747,3.8831,0.055108,18.15, 458.8873
94748,3.9385,0.055388,18.05, 458.8873
94749,3.9938,0.055374,18.06, 458.8873
94750,4.0490,0.055131,18.14, 458.8873
94751,4.1068,0.057889,17.27, 458.8872
94752,4.1627,0.055877,17.90, 458.8873
94753,4.2184,0.055644,17.97, 458.8873
94754,4.2736,0.055251,18.10, 458.8872
