TotalFrame,Time,DeltaTime,FPS,RAM
47163,0.0000,0.018687,53.51, 334.1258
47164,0.0000,0.018687,53.51, 334.0116
47165,0.0200,0.020000,50.00, 333.7332
47166,0.0316,0.011544,86.62, 333.7332
47167,0.0433,0.011774,84.93, 333.7330
47168,0.0548,0.011449,87.34, 333.7330
47169,0.0659,0.011191,89.36, 333.7330
47170,0.0771,0.011091,90.16, 333.7330
47171,0.0886,0.011548,86.60, 333.7330
47172,0.0996,0.010974,91.12, 333.7330
47173,0.1112,0.011646,85.86, 333.7331
47174,0.1228,0.011595,86.25, 333.7330
47175,0.1342,0.011418,87.58, 333.7276
47176,0.1459,0.011688,85.56, 333.7276
47177,0.1575,0.011543,86.63, 333.7276
47178,0.1689,0.011419,87.57, 333.7276
47179,0.1803,0.011447,87.36, 333.7276
47180,0.1919,0.011570,86.43, 333.7276
47181,0.2033,0.011451,87.33, 333.7277
47182,0.2148,0.011501,86.95, 333.7276
47183,0.2263,0.011434,87.46, 333.7276
47184,0.2379,0.011664,85.73, 333.7277
47185,0.2492,0.011306,88.45, 333.7276
47186,0.2608,0.011581,86.35, 333.7276
47187,0.2725,0.011681,85.61, 333.7276
47188,0.2844,0.011903,84.01, 333.7276
47189,0.2970,0.012587,79.45, 333.7277
47190,0.3087,0.011713,85.37, 333.7276
47191,0.3212,0.012486,80.09, 333.7276
47192,0.3340,0.012761,78.36, 333.7276
47193,0.3466,0.012632,79.16, 333.7276
47194,0.3595,0.012885,77.61, 333.7277
47195,0.3713,0.011839,84.46, 333.7276
47196,0.3827,0.011347,88.13, 333.7276
47197,0.3943,0.011657,85.79, 333.7276
47198,0.4059,0.011591,86.27, 333.7276
47199,0.4173,0.011419,87.57, 333.7276
47200,0.4287,0.011400,87.72, 333.7276
47201,0.4401,0.011349,88.11, 333.7276
47202,0.4516,0.011509,86.89, 333.7276
47203,0.4632,0.011649,85.84, 333.7276
47204,0.4749,0.011662,85.75, 333.7276
47205,0.4864,0.011444,87.38, 333.7277
47206,0.4977,0.011353,88.08, 333.7276
47207,0.5086,0.010867,92.02, 333.7276
47208,0.5204,0.011799,84.75, 333.7276
47209,0.5317,0.011383,87.85, 333.7276
47210,0.5432,0.011501,86.95, 333.7276
47211,0.5548,0.011556,86.54, 333.7276
47212,0.5666,0.011788,84.83, 333.7276
47213,0.5782,0.011642,85.90, 333.7276
47214,0.5897,0.011502,86.94, 333.7276
47215,0.6010,0.011237,88.99, 333.7276
47216,0.6124,0.011438,87.43, 333.7277
47217,0.6240,0.011564,86.48, 333.7276
47218,0.6348,0.010785,92.72, 333.7276
47219,0.6462,0.011418,87.58, 333.7276
47220,0.6578,0.011669,85.70, 333.7276
47221,0.6692,0.011303,88.47, 333.7276
47222,0.6801,0.010905,91.70, 333.7276
47223,0.6909,0.010880,91.91, 333.7276
47224,0.7022,0.011292,88.56, 333.7276
47225,0.7142,0.011962,83.60, 333.7277
47226,0.7267,0.012516,79.90, 333.7276
47227,0.7396,0.012850,77.82, 333.7277
47228,0.7521,0.012559,79.62, 333.7276
47229,0.7645,0.012398,80.66, 333.7276
47230,0.7770,0.012509,79.94, 333.7276
47231,0.7894,0.012421,80.51, 333.7276
47232,0.8008,0.011348,88.12, 333.7277
47233,0.8127,0.011951,83.67, 333.7282
47234,0.8241,0.011368,87.97, 333.7282
47235,0.8354,0.011334,88.23, 333.7282
47236,0.8472,0.011712,85.38, 333.7282
47237,0.8587,0.011542,86.64, 333.7282
47238,0.8702,0.011523,86.78, 333.7282
47239,0.8818,0.011564,86.47, 333.7282
47240,0.8934,0.011626,86.01, 333.7282
47241,0.9051,0.011672,85.67, 333.7282
47242,0.9184,0.013305,75.16, 333.7283
47243,0.9309,0.012514,79.91, 333.7282
47244,0.9424,0.011442,87.40, 333.7282
47245,0.9539,0.011615,86.09, 333.7282
47246,0.9647,0.010745,93.06, 333.7282
47247,0.9763,0.011613,86.11, 333.7282
47248,0.9878,0.011455,87.30, 333.7283
47249,0.9994,0.011641,85.91, 333.7282
47250,1.0108,0.011360,88.03, 333.7282
47251,1.0221,0.011353,88.09, 333.7282
47252,1.0336,0.011482,87.09, 333.7282
47253,1.0450,0.011447,87.36, 333.7282
47254,1.0557,0.010686,93.58, 333.7282
47255,1.0672,0.011464,87.23, 333.7282
47256,1.0797,0.012510,79.94, 333.7282
47257,1.0916,0.011874,84.22, 333.7282
47258,1.1030,0.011365,87.99, 333.7282
47259,1.1144,0.011431,87.49, 333.7283
47260,1.1256,0.011197,89.31, 333.7282
47261,1.1369,0.011347,88.13, 333.7282
47262,1.1483,0.011432,87.47, 333.7282
47263,1.1601,0.011700,85.47, 333.7282
47264,1.1715,0.011437,87.43, 333.7283
47265,1.1828,0.011308,88.44, 333.7282
47266,1.1949,0.012110,82.57, 333.7283
47267,1.2067,0.011774,84.93, 333.7283
47268,1.2192,0.012489,80.07, 333.7283
47269,1.2305,0.011323,88.32, 333.7283
47270,1.2429,0.012433,80.43, 333.7282
47271,1.2563,0.013330,75.02, 333.7283
47272,1.2694,0.013149,76.05, 333.7283
47273,1.2819,0.012450,80.32, 333.7283
47274,1.2946,0.012728,78.57, 333.7282
47275,1.3070,0.012416,80.54, 333.7283
47276,1.3201,0.013052,76.62, 333.7283
47277,1.3323,0.012229,81.77, 333.7283
47278,1.3446,0.012361,80.90, 333.7282
47279,1.3560,0.011373,87.93, 333.7283
47280,1.3680,0.011996,83.36, 333.7283
47281,1.3810,0.012932,77.33, 333.7283
47282,1.3935,0.012551,79.67, 333.7283
47283,1.4054,0.011919,83.90, 333.7283
47284,1.4191,0.013718,72.90, 333.7283
47285,1.4321,0.012947,77.24, 333.7283
47286,1.4438,0.011660,85.76, 333.7283
