TotalFrame,Time,DeltaTime,FPS,RAM
324480,0.0000,0.014379,69.54, 431.6743
324481,0.0000,0.014379,69.54, 450.9950
324482,0.0200,0.020000,50.00, 443.1692
324483,0.0291,0.009015,110.93, 443.1683
324484,0.0374,0.008393,119.14, 443.3630
324485,0.0459,0.008535,117.16, 443.4253
324486,0.0542,0.008182,122.22, 443.3629
324487,0.0625,0.008376,119.38, 443.1682
324488,0.0708,0.008333,120.01, 443.4253
324489,0.0789,0.008166,122.46, 443.2382
324490,0.0869,0.007902,126.55, 443.1682
324491,0.0947,0.007948,125.83, 443.3629
324492,0.1025,0.007769,128.72, 443.1674
324493,0.1106,0.008021,124.67, 443.1628
324494,0.1187,0.007997,125.05, 443.3576
324495,0.1265,0.007862,127.19, 443.1628
324496,0.1343,0.007751,129.02, 443.1628
324497,0.1421,0.007919,126.28, 443.2952
324498,0.1501,0.007935,126.02, 444.6047
324499,0.1584,0.008475,118.00, 443.1628
324500,0.1667,0.008098,123.48, 443.1628
324501,0.1753,0.008602,116.25, 443.6694
324502,0.1838,0.008652,115.58, 443.1628
324503,0.1924,0.008509,117.53, 443.7317
324504,0.2004,0.007932,126.07, 443.2329
324505,0.2083,0.007827,127.77, 443.1628
324506,0.2161,0.008009,124.86, 443.4823
324507,0.2239,0.007677,130.27, 443.2329
324508,0.2317,0.007805,128.13, 443.1628
324509,0.2397,0.008059,124.08, 443.7317
324510,0.2476,0.007929,126.11, 443.1628
324511,0.2554,0.007731,129.35, 443.2329
324512,0.2632,0.007809,128.06, 443.1628
324513,0.2712,0.008042,124.35, 443.5446
324514,0.2791,0.007817,127.93, 443.1628
324515,0.2869,0.007742,129.16, 443.1628
324516,0.2949,0.008054,124.17, 443.6694
324517,0.3027,0.007988,125.20, 443.1628
324518,0.3105,0.007797,128.26, 443.1628
324519,0.3184,0.007742,129.17, 444.2929
324520,0.3269,0.008562,116.80, 440.5438
324521,0.3345,0.007537,132.67, 443.1628
324522,0.3423,0.007789,128.38, 443.1628
324523,0.3503,0.008019,124.70, 443.6694
324524,0.3582,0.007805,128.13, 443.3576
324525,0.3662,0.008162,122.53, 443.2329
324526,0.3743,0.008019,124.71, 444.3553
324527,0.3823,0.008075,123.85, 443.1628
324528,0.3904,0.008143,122.80, 443.1628
324529,0.3987,0.008308,120.37, 443.3576
324530,0.4067,0.007956,125.70, 443.3576
324531,0.4148,0.008175,122.32, 443.2952
324532,0.4231,0.008242,121.33, 443.4823
324533,0.4309,0.007777,128.59, 443.1705
324534,0.4387,0.007828,127.74, 444.1059
324535,0.4470,0.008254,121.15, 443.8564
324536,0.4548,0.007804,128.13, 443.9812
324537,0.4629,0.008035,124.46, 443.7317
324538,0.4712,0.008231,121.49, 444.3553
324539,0.4790,0.007860,127.22, 443.3576
324540,0.4871,0.008074,123.85, 443.1628
324541,0.4951,0.007992,125.13, 443.6070
324542,0.5029,0.007963,125.58, 443.8564
324543,0.5110,0.007891,126.73, 443.1628
324544,0.5193,0.008447,118.38, 439.8578
324545,0.5269,0.007470,133.87, 443.4823
324546,0.5349,0.008050,124.23, 444.3553
324547,0.5430,0.008113,123.26, 443.1628
324548,0.5508,0.007916,126.33, 445.1036
324549,0.5588,0.008088,123.64, 443.1628
324550,0.5669,0.007885,126.82, 443.1628
324551,0.5750,0.008193,122.06, 443.4200
324552,0.5830,0.007895,126.67, 443.1628
324553,0.5906,0.007774,128.63, 443.4823
324554,0.5991,0.008303,120.44, 443.4823
324555,0.6069,0.007872,127.04, 443.1705
324556,0.6147,0.007901,126.57, 443.1628
324557,0.6228,0.008016,124.76, 443.2329
324558,0.6306,0.007834,127.65, 443.7941
324559,0.6387,0.008063,124.03, 443.1705
324560,0.6465,0.007716,129.61, 443.4823
324561,0.6543,0.007972,125.44, 443.5446
324562,0.6621,0.007714,129.64, 443.1628
324563,0.6697,0.007653,130.67, 443.4823
324564,0.6780,0.008260,121.06, 444.6047
324565,0.6860,0.007963,125.59, 444.2929
324566,0.6941,0.008069,123.93, 443.1628
324567,0.7019,0.007888,126.78, 443.6694
324568,0.7102,0.008185,122.18, 443.3576
324569,0.7178,0.007671,130.36, 443.2329
324570,0.7258,0.008125,123.08, 443.4200
324571,0.7339,0.007934,126.03, 443.1705
324572,0.7417,0.007821,127.86, 443.2952
324573,0.7502,0.008567,116.73, 440.2943
324574,0.7578,0.007487,133.57, 443.7941
324575,0.7656,0.007868,127.09, 443.1628
324576,0.7734,0.007978,125.34, 443.3576
324577,0.7815,0.008057,124.12, 444.0435
324578,0.7898,0.008062,124.03, 443.1628
324579,0.7979,0.008112,123.27, 443.4823
324580,0.8064,0.008506,117.57, 443.1628
