TotalFrame,Time,DeltaTime,FPS,RAM
37992,0.0000,0.172295,5.80, 425.3689
37993,0.0000,0.172295,5.80, 435.7332
37994,0.0200,0.020000,50.00, 428.8572
37995,0.0254,0.005441,183.79, 429.5754
37996,0.0310,0.005551,180.14, 428.2353
37997,0.2021,0.171233,5.84, 427.3914
37998,0.3782,0.175995,5.68, 425.4273
37999,0.5537,0.175402,5.70, 428.7938
38000,0.7295,0.175883,5.69, 427.8584
38001,0.9043,0.174749,5.72, 427.4843
38002,1.0786,0.174467,5.73, 427.1420
38003,1.2544,0.175645,5.69, 427.9832
38004,1.4302,0.175823,5.69, 427.8577
38005,1.6050,0.174785,5.72, 427.7906
38006,1.7798,0.174914,5.72, 427.4789
38007,1.9558,0.175912,5.68, 427.7283
38008,2.1309,0.174957,5.72, 428.8507
38009,2.3057,0.174904,5.72, 427.2613
38010,2.4802,0.174632,5.73, 427.3860
38011,2.6563,0.176014,5.68, 427.3860
38012,2.8315,0.175248,5.71, 428.1024
38013,3.0081,0.176487,5.67, 427.7283
38014,3.1824,0.174349,5.74, 427.3237
38015,3.3572,0.174803,5.72, 427.6036
38016,3.5327,0.175583,5.70, 428.7884
38017,3.7095,0.176721,5.66, 425.8894
38018,3.8838,0.174188,5.74, 427.3860
38019,4.0588,0.175114,5.71, 428.7260
38020,4.2336,0.174747,5.72, 428.4766
38021,4.4097,0.176225,5.67, 427.2613
38022,4.5845,0.174768,5.72, 427.8530
38023,4.7595,0.174974,5.72, 428.6637
38024,4.9348,0.175210,5.71, 428.6013
38025,5.1106,0.175778,5.69, 427.7283
38026,5.2854,0.174980,5.71, 427.0742
38027,5.4600,0.174427,5.73, 427.4789
38028,5.6362,0.176387,5.67, 427.3237
38029,5.8123,0.175891,5.69, 427.4789
38030,5.9880,0.175764,5.69, 427.6660
38031,6.1624,0.174469,5.73, 429.1002
38032,6.3374,0.174909,5.72, 427.3860
38033,6.5125,0.175025,5.71, 427.3237
38034,6.6890,0.176581,5.66, 426.9495
38035,6.8635,0.174630,5.73, 427.1366
38036,7.0381,0.174492,5.73, 429.6295
38037,7.2136,0.175644,5.69, 427.4484
38038,7.3896,0.175878,5.69, 427.3860
38039,7.5645,0.174807,5.72, 427.3237
38040,7.7402,0.175956,5.68, 427.4484
38041,7.9150,0.174669,5.73, 428.0401
38042,8.0901,0.175075,5.71, 428.2272
38043,8.2656,0.175631,5.69, 427.6660
38044,8.4402,0.174497,5.73, 427.4484
38045,8.6157,0.175605,5.69, 426.9495
38046,8.7913,0.175405,5.70, 427.3860
38047,8.9666,0.175428,5.70, 427.3860
38048,9.1411,0.174568,5.73, 427.1366
38049,9.3157,0.174534,5.73, 427.6660
38050,9.4912,0.175517,5.70, 427.0119
38051,9.6682,0.177016,5.65, 427.4789
38052,9.8433,0.175093,5.71, 427.5412
