TotalFrame,Time,DeltaTime,FPS,RAM
19814,0.0000,0.333333,3.00, 460.5693
19815,0.0000,0.333333,3.00, 480.3687
19816,0.0200,0.020000,50.00, 501.6361
19817,0.3533,0.333333,3.00, 509.3803
19818,0.6866,0.333333,3.00, 509.3802
19819,1.0200,0.333333,3.00, 509.3801
19820,1.3533,0.333333,3.00, 509.3801
19821,1.6866,0.333333,3.00, 507.8621
19822,2.0200,0.333333,3.00, 507.8621
19823,2.3533,0.333333,3.00, 509.3801
19824,2.6866,0.333333,3.00, 509.3801
19825,3.0200,0.333333,3.00, 509.3801
19826,3.3533,0.333333,3.00, 509.3794
19827,3.6866,0.333333,3.00, 509.3747
19828,4.0200,0.333333,3.00, 509.3747
19829,4.3533,0.333333,3.00, 509.3747
19830,4.6866,0.333333,3.00, 509.3747
19831,5.0200,0.333333,3.00, 509.3747
19832,5.3533,0.333333,3.00, 509.3747
19833,5.6866,0.333333,3.00, 509.3747
19834,6.0200,0.333333,3.00, 509.3747
19835,6.3533,0.333333,3.00, 509.3747
19836,6.6866,0.333333,3.00, 509.3747
19837,7.0200,0.333333,3.00, 509.3747
19838,7.3533,0.333333,3.00, 507.8567
19839,7.6866,0.333333,3.00, 509.3747
19840,8.0200,0.333333,3.00, 507.8567
19841,8.3533,0.333333,3.00, 508.6157
19842,8.6866,0.333333,3.00, 509.3747
19843,9.0200,0.333333,3.00, 509.3747
19844,9.3533,0.333333,3.00, 509.3747
19845,9.6866,0.333333,3.00, 508.6157
