TotalFrame,Time,DeltaTime,FPS,RAM
80381,0.0000,0.035952,27.81, 430.0658
80382,0.0000,0.035952,27.81, 428.2727
80383,0.0200,0.020000,50.00, 428.0291
80384,0.0532,0.033144,30.17, 428.0290
80385,0.0858,0.032583,30.69, 428.0289
80386,0.1189,0.033158,30.16, 428.0290
80387,0.1514,0.032528,30.74, 428.0289
80388,0.1843,0.032899,30.40, 428.0290
80389,0.2170,0.032703,30.58, 428.0290
80390,0.2495,0.032428,30.84, 428.0290
80391,0.2831,0.033646,29.72, 428.0289
80392,0.3158,0.032681,30.60, 428.0290
80393,0.3494,0.033556,29.80, 428.0235
80394,0.3827,0.033318,30.01, 428.0236
80395,0.4157,0.033021,30.28, 428.0235
80396,0.4487,0.032962,30.34, 428.0236
80397,0.4824,0.033736,29.64, 428.0235
80398,0.5153,0.032942,30.36, 428.0236
80399,0.5502,0.034835,28.71, 428.0235
80400,0.5837,0.033546,29.81, 428.0236
80401,0.6170,0.033296,30.03, 428.0235
80402,0.6495,0.032538,30.73, 428.0236
80403,0.6834,0.033838,29.55, 428.0235
80404,0.7162,0.032778,30.51, 428.0236
80405,0.7493,0.033161,30.16, 428.0236
80406,0.7820,0.032679,30.60, 428.0237
80407,0.8149,0.032955,30.34, 428.0235
80408,0.8456,0.030717,32.56, 428.0236
80409,0.8785,0.032873,30.42, 428.0235
80410,0.9091,0.030594,32.69, 428.0236
80411,0.9421,0.033011,30.29, 428.0235
80412,0.9758,0.033653,29.71, 428.0236
80413,1.0065,0.030661,32.62, 428.0235
80414,1.0395,0.033002,30.30, 428.0236
80415,1.0700,0.030564,32.72, 428.0235
80416,1.1028,0.032745,30.54, 428.0236
80417,1.1351,0.032361,30.90, 428.0235
80418,1.1680,0.032905,30.39, 428.0236
80419,1.2009,0.032871,30.42, 428.0235
80420,1.2336,0.032723,30.56, 428.0236
80421,1.2667,0.033104,30.21, 428.0236
80422,1.2997,0.032941,30.36, 428.0236
80423,1.3327,0.033022,30.28, 428.0235
80424,1.3658,0.033137,30.18, 428.0236
80425,1.3987,0.032845,30.45, 428.0236
80426,1.4315,0.032835,30.46, 428.0236
80427,1.4644,0.032870,30.42, 428.0235
80428,1.4977,0.033302,30.03, 428.0236
80429,1.5294,0.031657,31.59, 428.0236
80430,1.5640,0.034700,28.82, 428.0236
80431,1.5985,0.034442,29.03, 428.0235
80432,1.6292,0.030635,32.64, 428.0236
80433,1.6618,0.032684,30.60, 428.0236
80434,1.6945,0.032640,30.64, 428.0236
80435,1.7248,0.030376,32.92, 428.0235
80436,1.7577,0.032850,30.44, 428.0236
80437,1.7903,0.032665,30.61, 428.0235
80438,1.8229,0.032584,30.69, 428.0236
80439,1.8556,0.032653,30.63, 428.0235
80440,1.8881,0.032488,30.78, 428.0236
80441,1.9211,0.033090,30.22, 428.0235
80442,1.9535,0.032333,30.93, 428.0236
80443,1.9862,0.032731,30.55, 428.0236
80444,2.0188,0.032606,30.67, 428.0236
