TotalFrame,Time,DeltaTime,FPS,RAM
52153,0.0000,0.017662,56.62, 1614.8450
52154,0.0000,0.017662,56.62, 1614.9830
52155,0.0200,0.020000,50.00, 1614.8770
52156,0.0234,0.003073,325.46, 1614.8840
52157,0.0264,0.003060,326.77, 1614.8710
52158,0.1133,0.087179,11.47, 1614.8710
52159,0.1782,0.064872,15.42, 1614.8710
52160,0.2017,0.023038,43.41, 1614.8750
52161,0.2246,0.023121,43.25, 1614.8700
52162,0.2476,0.022903,43.66, 1614.8700
52163,0.2705,0.022943,43.59, 1614.8700
52164,0.2935,0.023105,43.28, 1614.8700
52165,0.3164,0.023087,43.32, 1614.8690
52166,0.3398,0.023150,43.20, 1614.8650
52167,0.3633,0.023502,42.55, 1614.8650
52168,0.3848,0.021658,46.17, 1614.8650
52169,0.4058,0.021004,47.61, 1614.8650
52170,0.4268,0.020896,47.86, 1614.8640
52171,0.4468,0.020171,49.58, 1614.8640
52172,0.4668,0.019790,50.53, 1614.8650
52173,0.4878,0.020996,47.63, 1614.8650
52174,0.5073,0.019399,51.55, 1614.8650
52175,0.5273,0.020366,49.10, 1614.8650
52176,0.5479,0.020340,49.16, 1614.8650
52177,0.5679,0.020209,49.48, 1614.8640
52178,0.5884,0.020210,49.48, 1614.8650
52179,0.6084,0.020229,49.43, 1614.8650
52180,0.6284,0.020122,49.70, 1614.8650
52181,0.6489,0.020147,49.64, 1614.8640
52182,0.6689,0.020289,49.29, 1614.8650
52183,0.6895,0.020149,49.63, 1614.8650
52184,0.7095,0.020261,49.36, 1614.8650
52185,0.7295,0.020075,49.81, 1614.8640
52186,0.7500,0.020509,48.76, 1614.8640
52187,0.7700,0.020119,49.70, 1614.8650
52188,0.7905,0.020176,49.56, 1614.8650
52189,0.8105,0.020245,49.39, 1614.8650
52190,0.8311,0.020506,48.77, 1614.8640
52191,0.8516,0.020250,49.38, 1614.8650
52192,0.8716,0.020042,49.90, 1614.8650
52193,0.8921,0.020505,48.77, 1614.8640
52194,0.9121,0.020246,49.39, 1614.8640
52195,0.9321,0.020184,49.54, 1614.8640
52196,0.9526,0.020442,48.92, 1614.8640
52197,0.9731,0.020256,49.37, 1614.8640
52198,0.9932,0.020115,49.72, 1614.8650
52199,1.0137,0.020443,48.92, 1614.8650
52200,1.0337,0.020182,49.55, 1614.8650
52201,1.0542,0.020398,49.02, 1614.8640
52202,1.0747,0.020768,48.15, 1614.8640
52203,1.0952,0.020069,49.83, 1614.8650
52204,1.1152,0.020340,49.16, 1614.8650
52205,1.1357,0.020205,49.49, 1614.8650
52206,1.1558,0.020367,49.10, 1614.8640
52207,1.1777,0.021612,46.27, 1614.8640
52208,1.1978,0.020069,49.83, 1614.8650
52209,1.2178,0.020407,49.00, 1614.8640
52210,1.2378,0.019816,50.47, 1614.8640
52211,1.2588,0.020783,48.12, 1614.8650
52212,1.2788,0.020031,49.92, 1614.8640
52213,1.2988,0.020322,49.21, 1614.8650
52214,1.3198,0.020681,48.35, 1614.8640
52215,1.3398,0.020029,49.93, 1614.8650
52216,1.3604,0.020891,47.87, 1614.8640
52217,1.3809,0.020353,49.13, 1614.8650
52218,1.4009,0.020187,49.54, 1614.8650
52219,1.4214,0.020221,49.45, 1614.8640
52220,1.4419,0.020531,48.71, 1614.8650
52221,1.4619,0.019989,50.03, 1614.8650
52222,1.4824,0.020616,48.51, 1614.8650
52223,1.5024,0.019854,50.37, 1614.8650
52224,1.5225,0.020322,49.21, 1614.8650
52225,1.5435,0.020707,48.29, 1614.8640
52226,1.5635,0.020010,49.98, 1614.8650
52227,1.5835,0.020342,49.16, 1614.8640
52228,1.6040,0.020431,48.95, 1614.8650
52229,1.6245,0.020285,49.30, 1614.8650
52230,1.6445,0.020085,49.79, 1614.8650
52231,1.6650,0.020334,49.18, 1614.8650
52232,1.6846,0.019840,50.40, 1614.8650
