TotalFrame,Time,DeltaTime,FPS,RAM
534957,0.0000,0.012647,79.07, 1051.4270
534958,0.0000,0.012647,79.07, 1051.5660
534959,0.0200,0.020000,50.00, 1051.4510
534960,0.0229,0.003158,316.68, 1051.4520
534961,0.0259,0.003009,332.34, 1051.4530
534962,0.0449,0.018745,53.35, 1051.4790
534963,0.0566,0.011847,84.41, 1051.4520
534964,0.0688,0.012189,82.04, 1051.4520
534965,0.0811,0.012160,82.24, 1051.4520
534966,0.0933,0.012063,82.90, 1051.4520
534967,0.1055,0.012567,79.58, 1051.4520
534968,0.1177,0.011850,84.39, 1051.4520
534969,0.1304,0.012811,78.06, 1051.4520
534970,0.1426,0.012158,82.25, 1051.4470
534971,0.1543,0.011935,83.78, 1051.4470
534972,0.1665,0.012160,82.24, 1051.4470
534973,0.1792,0.012591,79.42, 1051.4470
534974,0.1909,0.011599,86.22, 1051.4470
534975,0.2031,0.012137,82.39, 1051.4470
534976,0.2148,0.012110,82.57, 1051.4470
534977,0.2275,0.012280,81.43, 1051.4470
534978,0.2393,0.011798,84.76, 1051.4470
534979,0.2510,0.012047,83.01, 1051.4470
534980,0.2637,0.012518,79.89, 1051.4470
534981,0.2754,0.011628,86.00, 1051.4470
534982,0.2871,0.011993,83.38, 1051.4470
534983,0.2993,0.012104,82.62, 1051.4470
534984,0.3120,0.012467,80.21, 1051.4470
534985,0.3237,0.011822,84.59, 1051.4660
534986,0.3359,0.012185,82.07, 1051.4470
534987,0.3477,0.012017,83.22, 1051.4470
534988,0.3604,0.012213,81.88, 1051.4470
534989,0.3721,0.011785,84.85, 1051.4470
534990,0.3843,0.012257,81.59, 1051.4470
534991,0.3965,0.012178,82.11, 1051.4470
534992,0.4082,0.012020,83.19, 1051.4470
534993,0.4204,0.012105,82.61, 1051.4470
534994,0.4326,0.012169,82.18, 1051.4470
534995,0.4448,0.012133,82.42, 1051.4470
534996,0.4565,0.011860,84.31, 1051.4470
534997,0.4688,0.012205,81.93, 1051.4470
534998,0.4810,0.012077,82.81, 1051.4470
534999,0.4937,0.012725,78.59, 1051.4470
535000,0.5054,0.011706,85.43, 1051.4470
535001,0.5171,0.011992,83.39, 1051.4470
535002,0.5298,0.012243,81.68, 1051.4470
535003,0.5415,0.011909,83.97, 1051.4470
535004,0.5537,0.012322,81.16, 1051.4470
535005,0.5659,0.012135,82.41, 1051.4470
535006,0.5781,0.012206,81.93, 1051.4470
535007,0.5898,0.011845,84.43, 1051.4470
535008,0.6021,0.012173,82.15, 1051.4470
535009,0.6143,0.012053,82.97, 1051.4470
535010,0.6274,0.013055,76.60, 1051.4470
535011,0.6392,0.011956,83.64, 1051.4470
535012,0.6514,0.012201,81.96, 1051.4470
535013,0.6636,0.012289,81.37, 1051.4470
535014,0.6763,0.012462,80.24, 1051.4470
535015,0.6880,0.011963,83.59, 1051.4470
535016,0.6997,0.011727,85.28, 1051.4470
535017,0.7124,0.012569,79.56, 1051.4470
535018,0.7241,0.011675,85.66, 1051.4470
535019,0.7363,0.012212,81.89, 1051.4470
535020,0.7485,0.012395,80.68, 1051.4470
535021,0.7607,0.012269,81.50, 1051.4470
535022,0.7729,0.011789,84.83, 1051.4470
535023,0.7852,0.012211,81.89, 1051.4470
535024,0.7974,0.012508,79.95, 1051.4470
535025,0.8101,0.012508,79.95, 1051.4470
535026,0.8218,0.011912,83.95, 1051.4470
535027,0.8340,0.011947,83.70, 1051.4470
535028,0.8462,0.012139,82.38, 1051.4470
535029,0.8579,0.012044,83.03, 1051.4470
535030,0.8696,0.011820,84.60, 1051.4700
535031,0.8823,0.012562,79.61, 1051.4470
535032,0.8945,0.012186,82.06, 1051.4470
535033,0.9067,0.011968,83.55, 1051.4470
535034,0.9189,0.012206,81.93, 1051.4470
535035,0.9312,0.012288,81.38, 1051.4470
535036,0.9434,0.012307,81.25, 1051.4470
535037,0.9551,0.011755,85.07, 1051.4470
535038,0.9673,0.011944,83.72, 1051.4610
535039,0.9795,0.012356,80.93, 1051.4470
535040,0.9912,0.011949,83.69, 1051.4490
535041,1.0039,0.012284,81.41, 1051.4470
535042,1.0161,0.012225,81.80, 1051.4470
535043,1.0283,0.012621,79.23, 1051.4470
535044,1.0405,0.011906,83.99, 1051.4470
535045,1.0527,0.012341,81.03, 1051.4470
535046,1.0649,0.012298,81.32, 1051.4470
535047,1.0771,0.012328,81.11, 1051.4470
535048,1.0894,0.012153,82.28, 1051.4470
535049,1.1021,0.012315,81.20, 1051.4470
535050,1.1143,0.012407,80.60, 1051.4470
535051,1.1265,0.012263,81.55, 1051.4470
535052,1.1396,0.012930,77.34, 1051.4470
535053,1.1519,0.012271,81.49, 1051.4470
535054,1.1641,0.012216,81.86, 1051.4470
535055,1.1763,0.012252,81.62, 1051.4470
535056,1.1880,0.012036,83.08, 1051.4470
535057,1.2007,0.012622,79.22, 1051.4470
535058,1.2129,0.012146,82.33, 1051.4470
535059,1.2246,0.011817,84.63, 1051.4470
535060,1.2368,0.011997,83.35, 1051.4470
535061,1.2490,0.012315,81.20, 1051.4470
535062,1.2612,0.012013,83.25, 1051.4470
535063,1.2734,0.012346,81.00, 1051.4470
535064,1.2852,0.011825,84.57, 1051.4470
535065,1.2979,0.012313,81.21, 1051.4470
535066,1.3096,0.011853,84.37, 1051.4470
535067,1.3218,0.012201,81.96, 1051.4470
535068,1.3340,0.012292,81.35, 1051.4470
535069,1.3467,0.012664,78.96, 1051.4470
535070,1.3584,0.011967,83.57, 1051.4470
535071,1.3706,0.012087,82.74, 1051.4470
535072,1.3833,0.012453,80.31, 1051.4470
535073,1.3950,0.011768,84.97, 1051.4470
535074,1.4072,0.012384,80.75, 1051.4470
535075,1.4194,0.012149,82.31, 1051.4470
535076,1.4321,0.012510,79.94, 1051.4470
535077,1.4443,0.012291,81.36, 1051.4470
535078,1.4561,0.011853,84.37, 1051.4470
535079,1.4683,0.012184,82.08, 1051.4470
535080,1.4810,0.012641,79.11, 1051.4470
535081,1.4932,0.012296,81.33, 1051.4470
535082,1.5054,0.011916,83.92, 1051.4470
535083,1.5176,0.012222,81.82, 1051.4470
535084,1.5298,0.012409,80.58, 1051.4470
535085,1.5415,0.011668,85.71, 1051.4470
535086,1.5542,0.012548,79.70, 1051.4470
535087,1.5664,0.012244,81.67, 1051.4470
535088,1.5776,0.011628,86.00, 1051.4470
