TotalFrame,Time,DeltaTime,FPS
40341,0.0000,0.014616,68.42
40342,0.0000,0.014616,68.42
40343,0.0200,0.020000,50.00
40344,0.0234,0.003384,295.53
40345,0.0266,0.003189,313.59
40346,0.2252,0.198663,5.03
40347,0.2422,0.017018,58.76
40348,0.2595,0.017291,57.83
40349,0.2765,0.016978,58.90
40350,0.2936,0.017111,58.44
40351,0.3108,0.017191,58.17
40352,0.3282,0.017387,57.51
40353,0.3454,0.017216,58.09
40354,0.3625,0.017035,58.70
40355,0.3802,0.017752,56.33
40356,0.3968,0.016603,60.23
40357,0.4139,0.017146,58.32
40358,0.4290,0.014995,66.69
40359,0.4436,0.014646,68.28
40360,0.4584,0.014810,67.52
40361,0.4733,0.014861,67.29
40362,0.4882,0.014890,67.16
40363,0.5031,0.014921,67.02
40364,0.5180,0.014911,67.07
40365,0.5328,0.014797,67.58
40366,0.5476,0.014819,67.48
40367,0.5624,0.014793,67.60
40368,0.5773,0.014897,67.13
40369,0.5922,0.014919,67.03
40370,0.6072,0.014995,66.69
40371,0.6224,0.015169,65.93
40372,0.6376,0.015259,65.54
40373,0.6519,0.014207,70.39
40374,0.6669,0.015045,66.47
40375,0.6818,0.014890,67.16
40376,0.6965,0.014760,67.75
40377,0.7112,0.014616,68.42
40378,0.7263,0.015173,65.91
40379,0.7411,0.014820,67.48
40380,0.7561,0.014971,66.80
40381,0.7710,0.014854,67.32
40382,0.7858,0.014860,67.29
40383,0.8007,0.014879,67.21
40384,0.8158,0.015075,66.34
40385,0.8306,0.014788,67.62
40386,0.8454,0.014816,67.50
40387,0.8604,0.014957,66.86
40388,0.8753,0.014986,66.73
40389,0.8896,0.014308,69.89
40390,0.9050,0.015348,65.16
40391,0.9198,0.014798,67.58
40392,0.9346,0.014810,67.52
40393,0.9498,0.015190,65.83
40394,0.9648,0.015003,66.65
40395,0.9794,0.014601,68.49
40396,0.9943,0.014927,66.99
40397,1.0090,0.014705,68.01
40398,1.0241,0.015106,66.20
40399,1.0392,0.015056,66.42
40400,1.0538,0.014665,68.19
40401,1.0690,0.015134,66.08
40402,1.0840,0.014970,66.80
40403,1.0987,0.014720,67.93
40404,1.1136,0.014872,67.24
40405,1.1284,0.014901,67.11
40406,1.1433,0.014876,67.22
40407,1.1582,0.014893,67.15
40408,1.1730,0.014767,67.72
40409,1.1879,0.014908,67.08
40410,1.2028,0.014929,66.98
40411,1.2179,0.015092,66.26
40412,1.2326,0.014654,68.24
40413,1.2472,0.014614,68.43
40414,1.2625,0.015381,65.02
40415,1.2772,0.014608,68.46
40416,1.2921,0.014909,67.07
40417,1.3068,0.014751,67.79
40418,1.3218,0.014985,66.73
40419,1.3372,0.015404,64.92
40420,1.3518,0.014635,68.33
40421,1.3667,0.014832,67.42
40422,1.3817,0.015022,66.57
40423,1.3964,0.014728,67.90
40424,1.4113,0.014848,67.35
40425,1.4261,0.014773,67.69
40426,1.4409,0.014893,67.15
40427,1.4563,0.015368,65.07
40428,1.4704,0.014072,71.06
40429,1.4856,0.015185,65.86
40430,1.5004,0.014806,67.54
40431,1.5153,0.014925,67.00
40432,1.5302,0.014885,67.18
40433,1.5450,0.014762,67.74
40434,1.5600,0.015087,66.28
40435,1.5753,0.015327,65.25
40436,1.5897,0.014329,69.79
40437,1.6045,0.014788,67.62
40438,1.6195,0.015035,66.51
40439,1.6345,0.015008,66.63
40440,1.6493,0.014766,67.72
40441,1.6641,0.014795,67.59
40442,1.6789,0.014849,67.34
40443,1.6939,0.014996,66.68
40444,1.7087,0.014797,67.58
40445,1.7235,0.014770,67.71
40446,1.7385,0.014993,66.70
40447,1.7534,0.014963,66.83
40448,1.7682,0.014778,67.67
40449,1.7830,0.014770,67.70
40450,1.7979,0.014936,66.95
40451,1.8129,0.014968,66.81
40452,1.8277,0.014765,67.73
40453,1.8427,0.015082,66.31
40454,1.8576,0.014905,67.09
40455,1.8725,0.014881,67.20
40456,1.8873,0.014812,67.51
40457,1.9020,0.014624,68.38
40458,1.9171,0.015109,66.18
40459,1.9317,0.014646,68.28
40460,1.9468,0.015103,66.21
40461,1.9618,0.014982,66.75
40462,1.9766,0.014789,67.62
40463,1.9916,0.014990,66.71
40464,2.0063,0.014776,67.68
