TotalFrame,Time,DeltaTime,FPS
93151,0.0000,0.054720,18.27
93152,0.0000,0.054720,18.27
93153,0.0200,0.020000,50.00
93154,0.0723,0.052161,19.17
93155,0.1233,0.051130,19.56
93156,0.1748,0.051482,19.42
93157,0.2260,0.051096,19.57
93158,0.2776,0.051666,19.36
93159,0.3291,0.051569,19.39
93160,0.3806,0.051413,19.45
93161,0.4324,0.051837,19.29
93162,0.4834,0.051045,19.59
93163,0.5354,0.051910,19.26
93164,0.5874,0.052016,19.22
93165,0.6384,0.051096,19.57
93166,0.6898,0.051415,19.45
93167,0.7413,0.051471,19.43
93168,0.7933,0.051929,19.26
93169,0.8444,0.051122,19.56
93170,0.8959,0.051494,19.42
93171,0.9476,0.051711,19.34
93172,0.9990,0.051405,19.45
93173,1.0519,0.052842,18.92
93174,1.1108,0.059035,16.94
93175,1.1616,0.050729,19.71
93176,1.2134,0.051818,19.30
93177,1.2646,0.051246,19.51
93178,1.3168,0.052138,19.18
93179,1.3684,0.051572,19.39
93180,1.4200,0.051620,19.37
93181,1.4716,0.051567,19.39
93182,1.5229,0.051354,19.47
93183,1.5748,0.051892,19.27
93184,1.6263,0.051564,19.39
93185,1.6779,0.051454,19.43
93186,1.7297,0.051852,19.29
93187,1.7820,0.052246,19.14
93188,1.8333,0.051348,19.48
93189,1.8843,0.051047,19.59
93190,1.9360,0.051727,19.33
93191,1.9877,0.051570,19.39
93192,2.0392,0.051499,19.42
93193,2.0911,0.051983,19.24
93194,2.1421,0.050964,19.62
93195,2.1936,0.051533,19.41
93196,2.2454,0.051796,19.31
93197,2.2977,0.052313,19.12
93198,2.3457,0.048029,20.82
93199,2.3972,0.051444,19.44
93200,2.4492,0.052005,19.23
93201,2.5000,0.050795,19.69
93202,2.5514,0.051368,19.47
93203,2.6031,0.051768,19.32
93204,2.6541,0.050932,19.63
93205,2.7056,0.051511,19.41
93206,2.7572,0.051628,19.37
93207,2.8084,0.051207,19.53
93208,2.8597,0.051301,19.49
93209,2.9110,0.051284,19.50
93210,2.9628,0.051777,19.31
93211,3.0170,0.054166,18.46
93212,3.0690,0.051980,19.24
93213,3.1202,0.051282,19.50
93214,3.1715,0.051307,19.49
93215,3.2231,0.051695,19.34
93216,3.2722,0.048975,20.42
93217,3.3253,0.053118,18.83
93218,3.3768,0.051530,19.41
93219,3.4303,0.053478,18.70
93220,3.4816,0.051236,19.52
93221,3.5325,0.050982,19.61
93222,3.5841,0.051597,19.38
93223,3.6356,0.051455,19.43
93224,3.6869,0.051365,19.47
93225,3.7399,0.052921,18.90
93226,3.7917,0.051846,19.29
93227,3.8431,0.051435,19.44
93228,3.8965,0.053328,18.75
93229,3.9479,0.051434,19.44
93230,3.9991,0.051274,19.50
93231,4.0505,0.051412,19.45
93232,4.1024,0.051779,19.31
93233,4.1553,0.052876,18.91
93234,4.2068,0.051586,19.39
93235,4.2582,0.051384,19.46
93236,4.3107,0.052404,19.08
93237,4.3619,0.051366,19.47
93238,4.4149,0.052909,18.90
93239,4.4673,0.052409,19.08
93240,4.5184,0.051078,19.58
93241,4.5701,0.051752,19.32
93242,4.6217,0.051581,19.39
93243,4.6729,0.051183,19.54
93244,4.7244,0.051432,19.44
93245,4.7759,0.051569,19.39
93246,4.8278,0.051870,19.28
93247,4.8793,0.051459,19.43
93248,4.9308,0.051591,19.38
93249,4.9819,0.051100,19.57
93250,5.0333,0.051451,19.44
93251,5.0851,0.051663,19.36
93252,5.1334,0.048391,20.67
93253,5.1849,0.051459,19.43
93254,5.2362,0.051344,19.48
93255,5.2880,0.051780,19.31
93256,5.3397,0.051718,19.34
93257,5.3907,0.051081,19.58
93258,5.4442,0.053427,18.72
93259,5.4955,0.051248,19.51
93260,5.5468,0.051254,19.51
93261,5.5985,0.051839,19.29
93262,5.6499,0.051394,19.46
93263,5.7015,0.051550,19.40
93264,5.7531,0.051536,19.40
93265,5.8042,0.051098,19.57
93266,5.8518,0.047629,21.00
93267,5.9041,0.052225,19.15
93268,5.9556,0.051524,19.41
93269,6.0070,0.051399,19.46
93270,6.0579,0.051001,19.61
93271,6.1097,0.051820,19.30
93272,6.1610,0.051282,19.50
93273,6.2123,0.051274,19.50
93274,6.2640,0.051704,19.34
93275,6.3153,0.051326,19.48
93276,6.3667,0.051410,19.45
93277,6.4200,0.053269,18.77
93278,6.4716,0.051593,19.38
93279,6.5227,0.051094,19.57
93280,6.5745,0.051716,19.34
93281,6.6260,0.051523,19.41
93282,6.6771,0.051220,19.52
93283,6.7283,0.051144,19.55
93284,6.7798,0.051530,19.41
93285,6.8311,0.051286,19.50
93286,6.8820,0.050817,19.68
93287,6.9327,0.050761,19.70
93288,6.9869,0.054307,18.41
93289,7.0392,0.052221,19.15
93290,7.0930,0.053818,18.58
93291,7.1406,0.047583,21.02
93292,7.1895,0.048829,20.48
93293,7.2410,0.051574,19.39
93294,7.2938,0.052840,18.93
93295,7.3451,0.051226,19.52
93296,7.3976,0.052497,19.05
93297,7.4492,0.051634,19.37
93298,7.5004,0.051150,19.55
93299,7.5516,0.051306,19.49
93300,7.6050,0.053278,18.77
93301,7.6561,0.051194,19.53
93302,7.7074,0.051265,19.51
93303,7.7592,0.051721,19.33
93304,7.8104,0.051351,19.47
93305,7.8622,0.051700,19.34
93306,7.9135,0.051237,19.52
93307,7.9647,0.051318,19.49
93308,8.0161,0.051408,19.45
93309,8.0701,0.053962,18.53
93310,8.1218,0.051706,19.34
93311,8.1760,0.054244,18.44
93312,8.2277,0.051643,19.36
93313,8.2820,0.054322,18.41
93314,8.3378,0.055725,17.95
93315,8.3898,0.051982,19.24
93316,8.4414,0.051632,19.37
93317,8.4928,0.051419,19.45
93318,8.5443,0.051569,19.39
93319,8.5962,0.051832,19.29
93320,8.6475,0.051304,19.49
93321,8.6995,0.051917,19.26
93322,8.7507,0.051370,19.47
93323,8.8020,0.051253,19.51
93324,8.8536,0.051554,19.40
93325,8.9015,0.047889,20.88
93326,8.9526,0.051199,19.53
93327,9.0039,0.051293,19.50
93328,9.0559,0.051918,19.26
93329,9.1085,0.052640,19.00
93330,9.1598,0.051295,19.50
93331,9.2112,0.051375,19.46
93332,9.2628,0.051614,19.37
93333,9.3141,0.051323,19.48
93334,9.3639,0.049802,20.08
93335,9.4153,0.051336,19.48
93336,9.4672,0.051857,19.28
93337,9.5208,0.053639,18.64
93338,9.5725,0.051731,19.33
93339,9.6241,0.051610,19.38
93340,9.6753,0.051247,19.51
93341,9.7234,0.048055,20.81
93342,9.7753,0.051905,19.27
93343,9.8264,0.051074,19.58
93344,9.8778,0.051393,19.46
93345,9.9290,0.051236,19.52
93346,9.9802,0.051171,19.54
