TotalFrame,Time,DeltaTime,FPS
21065,0.0000,0.025858,38.67
21066,0.0000,0.025858,38.67
21067,0.0200,0.020000,50.00
21068,0.0232,0.003191,313.42
21069,0.0261,0.002956,338.28
21070,0.0648,0.038643,25.88
21071,0.0954,0.030668,32.61
21072,0.1261,0.030684,32.59
21073,0.1566,0.030463,32.83
21074,0.1866,0.030002,33.33
21075,0.2146,0.027972,35.75
21076,0.2426,0.028058,35.64
21077,0.2699,0.027234,36.72
21078,0.2961,0.026261,38.08
21079,0.3228,0.026709,37.44
21080,0.3496,0.026786,37.33
21081,0.3765,0.026846,37.25
21082,0.4038,0.027317,36.61
21083,0.4310,0.027250,36.70
21084,0.4577,0.026719,37.43
21085,0.4850,0.027278,36.66
21086,0.5120,0.026996,37.04
21087,0.5392,0.027154,36.83
21088,0.5658,0.026647,37.53
21089,0.5927,0.026855,37.24
21090,0.6194,0.026726,37.42
21091,0.6463,0.026942,37.12
21092,0.6731,0.026768,37.36
21093,0.6999,0.026741,37.40
21094,0.7267,0.026824,37.28
21095,0.7535,0.026843,37.25
21096,0.7803,0.026761,37.37
21097,0.8067,0.026459,37.79
21098,0.8340,0.027262,36.68
21099,0.8607,0.026675,37.49
21100,0.8874,0.026741,37.40
21101,0.9143,0.026833,37.27
21102,0.9410,0.026731,37.41
21103,0.9679,0.026959,37.09
21104,0.9948,0.026805,37.31
21105,1.0218,0.027067,36.95
21106,1.0483,0.026466,37.78
21107,1.0751,0.026772,37.35
21108,1.1019,0.026837,37.26
21109,1.1287,0.026848,37.25
21110,1.1554,0.026633,37.55
21111,1.1822,0.026833,37.27
21112,1.2097,0.027503,36.36
21113,1.2368,0.027052,36.97
21114,1.2633,0.026566,37.64
21115,1.2899,0.026572,37.63
21116,1.3168,0.026883,37.20
21117,1.3436,0.026768,37.36
21118,1.3703,0.026746,37.39
21119,1.3971,0.026823,37.28
21120,1.4239,0.026742,37.39
21121,1.4510,0.027096,36.91
21122,1.4775,0.026566,37.64
21123,1.5047,0.027153,36.83
21124,1.5312,0.026545,37.67
21125,1.5580,0.026752,37.38
21126,1.5847,0.026729,37.41
21127,1.6116,0.026875,37.21
21128,1.6383,0.026739,37.40
21129,1.6652,0.026914,37.15
21130,1.6920,0.026764,37.36
21131,1.7188,0.026839,37.26
21132,1.7457,0.026892,37.19
21133,1.7725,0.026747,37.39
21134,1.7993,0.026796,37.32
21135,1.8261,0.026821,37.28
21136,1.8529,0.026835,37.26
