TotalFrame,Time,DeltaTime,FPS
324136,0.0000,0.009823,101.81
324137,0.0000,0.009823,101.81
324138,0.0200,0.020000,50.00
324139,0.0232,0.003185,314.00
324140,0.0264,0.003089,323.73
324141,0.0361,0.009870,101.32
324142,0.0393,0.003148,317.62
324143,0.0426,0.003297,303.28
324144,0.0458,0.003142,318.27
324145,0.0493,0.003527,283.54
324146,0.0524,0.003110,321.51
324147,0.0557,0.003210,311.57
324148,0.0593,0.003700,270.29
324149,0.0624,0.003105,322.04
324150,0.0656,0.003139,318.56
324151,0.0685,0.002973,336.32
324152,0.0723,0.003685,271.40
324153,0.0756,0.003364,297.27
324154,0.0786,0.003052,327.65
324155,0.0818,0.003149,317.54
324156,0.0850,0.003202,312.27
324157,0.0881,0.003149,317.59
324158,0.0918,0.003674,272.16
324159,0.0951,0.003262,306.56
324160,0.0981,0.003079,324.74
324161,0.1012,0.003097,322.87
324162,0.1047,0.003424,292.08
324163,0.1084,0.003729,268.16
324164,0.1116,0.003183,314.22
324165,0.1147,0.003102,322.35
324166,0.1179,0.003174,315.04
324167,0.1216,0.003773,265.05
324168,0.1249,0.003222,310.40
324169,0.1279,0.003019,331.19
324170,0.1310,0.003064,326.41
324171,0.1339,0.003012,332.03
324172,0.1372,0.003216,310.93
324173,0.1405,0.003317,301.52
324174,0.1442,0.003667,272.72
324175,0.1472,0.003047,328.23
324176,0.1505,0.003324,300.81
324177,0.1537,0.003142,318.26
324178,0.1570,0.003368,296.93
324179,0.1602,0.003079,324.83
324180,0.1637,0.003616,276.53
324181,0.1671,0.003331,300.22
324182,0.1702,0.003061,326.67
324183,0.1732,0.003063,326.52
324184,0.1766,0.003441,290.61
324185,0.1799,0.003263,306.50
324186,0.1830,0.003137,318.79
324187,0.1862,0.003089,323.74
324188,0.1897,0.003565,280.54
324189,0.1929,0.003234,309.24
324190,0.1959,0.003058,327.03
324191,0.2000,0.003954,252.93
324192,0.2031,0.003244,308.23
324193,0.2062,0.003053,327.60
324194,0.2094,0.003075,325.21
324195,0.2126,0.003398,294.26
324196,0.2159,0.003284,304.52
324197,0.2190,0.003074,325.29
324198,0.2222,0.003105,322.10
324199,0.2256,0.003455,289.47
324200,0.2294,0.003787,264.08
324201,0.2327,0.003223,310.28
324202,0.2358,0.003187,313.82
324203,0.2389,0.003098,322.83
324204,0.2421,0.003133,319.18
324205,0.2452,0.003219,310.62
324206,0.2488,0.003467,288.40
324207,0.2518,0.003072,325.56
324208,0.2550,0.003191,313.42
324209,0.2582,0.003182,314.31
324210,0.2618,0.003671,272.43
324211,0.2650,0.003152,317.27
324212,0.2679,0.003007,332.55
324213,0.2711,0.003123,320.16
324214,0.2745,0.003363,297.33
324215,0.2777,0.003198,312.70
324216,0.2811,0.003492,286.41
324217,0.2845,0.003350,298.50
324218,0.2876,0.003025,330.61
324219,0.2913,0.003718,268.98
324220,0.2944,0.003164,316.05
324221,0.2974,0.002988,334.73
324222,0.3005,0.003130,319.46
324223,0.3043,0.003722,268.68
324224,0.3076,0.003354,298.16
324225,0.3109,0.003340,299.39
324226,0.3142,0.003222,310.36
324227,0.3173,0.003095,323.08
324228,0.3204,0.003169,315.57
324229,0.3236,0.003170,315.45
324230,0.3271,0.003507,285.18
324231,0.3303,0.003164,316.06
324232,0.3334,0.003043,328.64
324233,0.3364,0.003039,329.07
324234,0.3406,0.004257,234.91
324235,0.3439,0.003204,312.16
324236,0.3468,0.003009,332.39
324237,0.3499,0.003073,325.38
