TotalFrame,Time,DeltaTime,FPS,RAM
39464,0.0000,0.253082,3.95, 427.3070
39465,0.0000,0.253082,3.95, 442.4785
39466,0.0200,0.020000,50.00, 435.5184
39467,0.0271,0.007128,140.29, 436.3309
39468,0.0339,0.006746,148.24, 436.3307
39469,0.2825,0.248691,4.02, 434.3950
39470,0.5398,0.257233,3.89, 433.8338
39471,0.7976,0.257771,3.88, 434.3326
39472,1.0557,0.258235,3.87, 430.1662
39473,1.3123,0.256583,3.90, 429.4803
39474,1.5708,0.258411,3.87, 434.3326
39475,1.8276,0.256773,3.89, 434.3326
39476,2.0847,0.257094,3.89, 434.0824
39477,2.3411,0.256568,3.90, 434.0778
39478,2.5981,0.256919,3.89, 434.0154
39479,2.8552,0.257217,3.89, 434.0154
39480,3.1133,0.257872,3.88, 434.3272
39481,3.3701,0.256954,3.89, 434.3272
39482,3.6279,0.257733,3.88, 434.0154
39483,3.8850,0.257120,3.89, 434.0778
39484,4.1409,0.255903,3.91, 433.6413
39485,4.3967,0.255726,3.91, 434.1401
39486,4.6553,0.258533,3.87, 434.3896
39487,4.9133,0.258251,3.87, 434.3896
39488,5.1704,0.257084,3.89, 434.2025
39489,5.4275,0.256935,3.89, 434.3272
39490,5.6848,0.257268,3.89, 435.2626
39491,5.9412,0.256546,3.90, 434.3272
39492,6.1970,0.255685,3.91, 435.6367
39493,6.4543,0.257519,3.88, 433.8284
39494,6.7134,0.258934,3.86, 434.2025
39495,6.9717,0.258257,3.87, 434.2649
39496,7.2290,0.257335,3.89, 432.1505
39497,7.4841,0.255237,3.92, 434.7014
39498,7.7412,0.256962,3.89, 433.9531
39499,7.9973,0.256181,3.90, 434.4519
39500,8.2549,0.257621,3.88, 433.8907
39501,8.5125,0.257537,3.88, 434.3896
39502,8.7708,0.258273,3.87, 434.0778
39503,9.0283,0.257657,3.88, 434.5143
39504,9.2852,0.256764,3.89, 434.3896
39505,9.5413,0.255993,3.91, 434.8885
39506,9.7986,0.257320,3.89, 434.0154
