TotalFrame,Time,DeltaTime,FPS,RAM
36391,0.0000,0.110903,9.02, 425.2176
36392,0.0000,0.110903,9.02, 431.9763
36393,0.0200,0.020000,50.00, 425.9569
36394,0.0249,0.004792,208.68, 426.5823
36395,0.0295,0.004566,219.00, 426.1457
36396,0.1399,0.110457,9.05, 425.2747
36397,0.2539,0.113966,8.77, 425.2747
36398,0.3682,0.114340,8.75, 425.2747
36399,0.4827,0.114418,8.74, 425.2747
36400,0.5967,0.114096,8.76, 425.2745
36401,0.7100,0.113295,8.83, 425.2746
36402,0.8240,0.113863,8.78, 425.2701
36403,0.9373,0.113278,8.83, 425.4563
36404,1.0508,0.113661,8.80, 425.2675
36405,1.1643,0.113455,8.81, 425.2691
36406,1.2781,0.113913,8.78, 425.2692
36407,1.3923,0.114029,8.77, 425.3893
36408,1.5066,0.114400,8.74, 425.2677
36409,1.6211,0.114504,8.73, 425.2691
36410,1.7344,0.113326,8.82, 425.7011
36411,1.8477,0.113282,8.83, 425.2687
36412,1.9612,0.113530,8.81, 425.2666
36413,2.0745,0.113266,8.83, 425.2690
36414,2.1892,0.114591,8.73, 425.2692
36415,2.3035,0.114326,8.75, 425.2686
36416,2.4175,0.113975,8.77, 425.2659
36417,2.5308,0.113310,8.83, 425.2692
36418,2.6445,0.113772,8.79, 425.2675
36419,2.7581,0.113542,8.81, 425.2679
36420,2.8718,0.113758,8.79, 425.3269
36421,2.9858,0.114024,8.77, 425.2692
36422,3.0999,0.113911,8.78, 425.2659
36423,3.2131,0.113434,8.82, 425.2691
36424,3.3279,0.114779,8.71, 425.2653
36425,3.4417,0.113608,8.80, 425.2677
36426,3.5549,0.113475,8.81, 425.2659
36427,3.6685,0.113449,8.81, 425.2692
36428,3.7817,0.113371,8.82, 425.2661
36429,3.8950,0.113046,8.85, 425.2685
36430,4.0088,0.113953,8.78, 425.2617
36431,4.1218,0.113087,8.84, 425.2692
36432,4.2358,0.113891,8.78, 425.2678
36433,4.3503,0.114524,8.73, 425.2688
36434,4.4639,0.113580,8.80, 425.2688
36435,4.5774,0.113351,8.82, 425.2666
36436,4.6914,0.114179,8.76, 425.2663
36437,4.8057,0.114229,8.75, 425.2617
36438,4.9199,0.114124,8.76, 425.2678
36439,5.0337,0.113869,8.78, 425.2691
36440,5.1477,0.113980,8.77, 425.2666
36441,5.2612,0.113604,8.80, 425.2692
36442,5.3757,0.114491,8.73, 425.2683
36443,5.4893,0.113389,8.82, 425.2690
36444,5.6023,0.113074,8.84, 425.2692
36445,5.7156,0.113427,8.82, 425.2692
36446,5.8291,0.113398,8.82, 425.2628
36447,5.9424,0.113427,8.82, 425.2692
36448,6.0559,0.113487,8.81, 425.2657
36449,6.1692,0.113308,8.83, 425.2692
36450,6.2844,0.115134,8.69, 425.2632
36451,6.3975,0.112985,8.85, 425.2692
36452,6.5117,0.114312,8.75, 425.2667
36453,6.6262,0.114460,8.74, 425.2690
36454,6.7402,0.114078,8.77, 425.2659
36455,6.8535,0.113197,8.83, 425.2691
36456,6.9670,0.113514,8.81, 425.2679
36457,7.0806,0.113528,8.81, 425.2692
36458,7.1941,0.113622,8.80, 425.2672
36459,7.3076,0.113574,8.80, 425.2691
36460,7.4214,0.113624,8.80, 425.2659
36461,7.5347,0.113272,8.83, 425.2692
36462,7.6482,0.113618,8.80, 425.2659
36463,7.7615,0.113254,8.83, 425.2688
36464,7.8750,0.113450,8.81, 425.2692
36465,7.9883,0.113355,8.82, 425.2692
36466,8.1023,0.114104,8.76, 425.2673
36467,8.2156,0.113194,8.83, 425.2691
36468,8.3311,0.115442,8.66, 425.2640
36469,8.4451,0.113961,8.77, 425.2666
36470,8.5593,0.114279,8.75, 425.2692
36471,8.6729,0.113634,8.80, 425.4516
36472,8.7861,0.113246,8.83, 425.2656
36473,8.8994,0.113286,8.83, 425.2692
36474,9.0129,0.113486,8.81, 425.2691
36475,9.1260,0.113138,8.84, 425.2692
36476,9.2395,0.113489,8.81, 425.2644
36477,9.3535,0.114124,8.76, 425.2685
36478,9.4670,0.113467,8.81, 425.2667
36479,9.5808,0.113667,8.80, 425.2686
36480,9.6941,0.113352,8.82, 425.2692
36481,9.8079,0.113631,8.80, 425.2628
36482,9.9214,0.113651,8.80, 425.2617
