TotalFrame,Time,DeltaTime,FPS
12389,0.0000,0.067851,14.74
12390,0.0000,0.067851,14.74
12391,0.0200,0.020000,50.00
12392,0.0899,0.069889,14.31
12393,0.1625,0.072585,13.78
12394,0.2337,0.071193,14.05
12395,0.3026,0.068981,14.50
12396,0.3720,0.069402,14.41
12397,0.4416,0.069498,14.39
12398,0.5107,0.069096,14.47
12399,0.5793,0.068658,14.57
12400,0.6507,0.071401,14.01
12401,0.7205,0.069806,14.33
12402,0.7904,0.069891,14.31
12403,0.8605,0.070127,14.26
12404,0.9292,0.068627,14.57
12405,0.9985,0.069353,14.42
12406,1.0682,0.069705,14.35
12407,1.1375,0.069280,14.43
12408,1.2068,0.069343,14.42
12409,1.2779,0.071043,14.08
12410,1.3470,0.069124,14.47
12411,1.4166,0.069559,14.38
12412,1.4873,0.070762,14.13
12413,1.5571,0.069767,14.33
12414,1.6263,0.069229,14.44
12415,1.6960,0.069624,14.36
12416,1.7661,0.070126,14.26
12417,1.8350,0.068939,14.51
12418,1.9044,0.069358,14.42
12419,1.9737,0.069312,14.43
12420,2.0433,0.069629,14.36
12421,2.1129,0.069605,14.37
12422,2.1820,0.069096,14.47
12423,2.2527,0.070716,14.14
12424,2.3217,0.069008,14.49
12425,2.3915,0.069817,14.32
12426,2.4615,0.069975,14.29
12427,2.5305,0.068999,14.49
12428,2.6001,0.069534,14.38
12429,2.6696,0.069598,14.37
12430,2.7401,0.070481,14.19
12431,2.8096,0.069487,14.39
12432,2.8793,0.069676,14.35
12433,2.9481,0.068766,14.54
12434,3.0178,0.069688,14.35
12435,3.0874,0.069619,14.36
12436,3.1570,0.069671,14.35
12437,3.2245,0.067476,14.82
12438,3.2968,0.072334,13.82
12439,3.3662,0.069372,14.41
12440,3.4355,0.069288,14.43
12441,3.5052,0.069632,14.36
12442,3.5728,0.067703,14.77
12443,3.6436,0.070713,14.14
12444,3.7131,0.069533,14.38
12445,3.7846,0.071505,13.99
12446,3.8541,0.069450,14.40
12447,3.9240,0.069954,14.30
12448,3.9938,0.069771,14.33
12449,4.0630,0.069256,14.44
12450,4.1325,0.069450,14.40
12451,4.2019,0.069431,14.40
12452,4.2724,0.070488,14.19
12453,4.3415,0.069129,14.47
12454,4.4113,0.069765,14.33
12455,4.4809,0.069586,14.37
12456,4.5508,0.069884,14.31
12457,4.6198,0.069056,14.48
12458,4.6890,0.069208,14.45
12459,4.7589,0.069863,14.31
12460,4.8303,0.071410,14.00
12461,4.9001,0.069741,14.34
12462,4.9695,0.069486,14.39
12463,5.0388,0.069308,14.43
12464,5.1083,0.069490,14.39
12465,5.1795,0.071220,14.04
12466,5.2505,0.070961,14.09
12467,5.3195,0.069013,14.49
12468,5.3890,0.069469,14.40
12469,5.4579,0.068869,14.52
12470,5.5276,0.069764,14.33
12471,5.5976,0.069965,14.29
12472,5.6670,0.069421,14.40
12473,5.7372,0.070165,14.25
12474,5.8072,0.070024,14.28
12475,5.8763,0.069080,14.48
12476,5.9457,0.069460,14.40
12477,6.0142,0.068428,14.61
12478,6.0903,0.076110,13.14
12479,6.1652,0.074911,13.35
12480,6.2404,0.075212,13.30
12481,6.3149,0.074554,13.41
12482,6.3902,0.075207,13.30
12483,6.4658,0.075624,13.22
12484,6.5435,0.077770,12.86
12485,6.6189,0.075383,13.27
12486,6.6945,0.075524,13.24
12487,6.7709,0.076427,13.08
12488,6.8457,0.074791,13.37
12489,6.9143,0.068640,14.57
12490,6.9835,0.069204,14.45
12491,7.0531,0.069618,14.36
12492,7.1224,0.069296,14.43
12493,7.1916,0.069193,14.45
12494,7.2632,0.071527,13.98
12495,7.3333,0.070109,14.26
12496,7.4027,0.069436,14.40
12497,7.4718,0.069125,14.47
12498,7.5416,0.069796,14.33
12499,7.6109,0.069234,14.44
12500,7.6801,0.069301,14.43
12501,7.7484,0.068285,14.64
12502,7.8191,0.070602,14.16
12503,7.8886,0.069546,14.38
12504,7.9568,0.068194,14.66
12505,8.0264,0.069643,14.36
12506,8.0964,0.069964,14.29
12507,8.1656,0.069232,14.44
12508,8.2357,0.070019,14.28
12509,8.3063,0.070708,14.14
12510,8.3754,0.069004,14.49
12511,8.4449,0.069537,14.38
12512,8.5144,0.069545,14.38
12513,8.5839,0.069419,14.41
12514,8.6533,0.069399,14.41
12515,8.7228,0.069551,14.38
12516,8.7929,0.070100,14.27
12517,8.8625,0.069604,14.37
12518,8.9358,0.073325,13.64
12519,9.0095,0.073616,13.58
12520,9.0837,0.074245,13.47
12521,9.1536,0.069877,14.31
12522,9.2233,0.069758,14.34
12523,9.2935,0.070212,14.24
12524,9.3629,0.069360,14.42
12525,9.4322,0.069273,14.44
12526,9.5013,0.069184,14.45
12527,9.5709,0.069524,14.38
12528,9.6401,0.069247,14.44
12529,9.7096,0.069463,14.40
12530,9.7797,0.070060,14.27
12531,9.8489,0.069222,14.45
12532,9.9176,0.068775,14.54
12533,9.9885,0.070820,14.12
