TotalFrame,Time,DeltaTime,FPS
146083,0.0000,0.008948,111.75
146084,0.0000,0.008948,111.75
146085,0.0200,0.020000,50.00
146086,0.0236,0.003560,280.94
146087,0.0266,0.003042,328.74
146088,0.0413,0.014679,68.12
146089,0.0498,0.008534,117.18
146090,0.0586,0.008743,114.38
146091,0.0671,0.008498,117.68
146092,0.0757,0.008629,115.89
146093,0.0840,0.008363,119.58
146094,0.0930,0.008978,111.38
146095,0.1015,0.008430,118.63
146096,0.1101,0.008616,116.07
146097,0.1187,0.008594,116.37
146098,0.1274,0.008790,113.77
146099,0.1365,0.009045,110.56
146100,0.1449,0.008370,119.48
146101,0.1536,0.008720,114.68
146102,0.1622,0.008623,115.97
146103,0.1708,0.008569,116.70
146104,0.1794,0.008605,116.22
146105,0.1882,0.008847,113.03
146106,0.1967,0.008394,119.13
146107,0.2052,0.008562,116.79
146108,0.2142,0.008964,111.55
146109,0.2228,0.008628,115.91
146110,0.2314,0.008585,116.48
146111,0.2401,0.008652,115.57
146112,0.2488,0.008731,114.54
146113,0.2573,0.008511,117.49
146114,0.2654,0.008168,122.43
146115,0.2743,0.008852,112.97
146116,0.2828,0.008562,116.80
146117,0.2915,0.008644,115.69
146118,0.3002,0.008705,114.88
146119,0.3088,0.008655,115.54
146120,0.3176,0.008697,114.98
146121,0.3263,0.008736,114.48
146122,0.3349,0.008631,115.86
146123,0.3438,0.008850,113.00
146124,0.3525,0.008687,115.12
146125,0.3611,0.008598,116.31
146126,0.3698,0.008680,115.21
146127,0.3785,0.008770,114.03
146128,0.3869,0.008366,119.53
146129,0.3958,0.008965,111.54
146130,0.4045,0.008612,116.12
146131,0.4133,0.008852,112.97
146132,0.4219,0.008571,116.67
146133,0.4310,0.009111,109.76
146134,0.4392,0.008233,121.46
146135,0.4484,0.009118,109.67
146136,0.4567,0.008398,119.07
146137,0.4656,0.008880,112.62
146138,0.4742,0.008624,115.96
146139,0.4827,0.008409,118.92
146140,0.4915,0.008869,112.76
146141,0.5004,0.008899,112.37
146142,0.5089,0.008426,118.68
146143,0.5175,0.008700,114.94
146144,0.5264,0.008867,112.78
146145,0.5348,0.008383,119.30
146146,0.5437,0.008911,112.22
146147,0.5525,0.008800,113.63
146148,0.5611,0.008588,116.45
146149,0.5699,0.008838,113.15
146150,0.5786,0.008615,116.08
146151,0.5870,0.008491,117.77
146152,0.5958,0.008786,113.81
146153,0.6045,0.008681,115.20
