TotalFrame,Time,DeltaTime,FPS
12819,0.0000,0.009752,102.55
12820,0.0000,0.009752,102.55
12821,0.0200,0.020000,50.00
12822,0.0231,0.003121,320.42
12823,0.0262,0.003111,321.45
12824,0.0417,0.015451,64.72
12825,0.0523,0.010570,94.61
12826,0.0631,0.010873,91.97
12827,0.0738,0.010664,93.77
12828,0.0841,0.010285,97.23
12829,0.0951,0.011032,90.64
12830,0.1056,0.010508,95.17
12831,0.1165,0.010841,92.24
12832,0.1272,0.010722,93.27
12833,0.1379,0.010698,93.48
12834,0.1485,0.010653,93.87
12835,0.1592,0.010664,93.77
12836,0.1699,0.010688,93.56
12837,0.1812,0.011318,88.35
12838,0.1915,0.010250,97.57
12839,0.2020,0.010500,95.24
12840,0.2126,0.010662,93.80
12841,0.2233,0.010710,93.38
12842,0.2342,0.010865,92.04
12843,0.2447,0.010480,95.42
12844,0.2557,0.011056,90.45
12845,0.2664,0.010714,93.33
12846,0.2771,0.010630,94.07
12847,0.2877,0.010613,94.22
12848,0.2981,0.010450,95.70
12849,0.3087,0.010610,94.25
12850,0.3195,0.010722,93.27
12851,0.3302,0.010732,93.18
12852,0.3408,0.010635,94.03
12853,0.3517,0.010921,91.56
12854,0.3625,0.010740,93.11
12855,0.3732,0.010684,93.60
12856,0.3838,0.010646,93.94
12857,0.3949,0.011106,90.04
12858,0.4055,0.010593,94.41
12859,0.4162,0.010699,93.46
12860,0.4269,0.010733,93.17
12861,0.4379,0.010917,91.60
12862,0.4487,0.010807,92.53
12863,0.4592,0.010560,94.70
12864,0.4703,0.011107,90.03
12865,0.4809,0.010610,94.25
12866,0.4917,0.010780,92.76
12867,0.5024,0.010716,93.32
12868,0.5132,0.010732,93.18
12869,0.5240,0.010821,92.41
12870,0.5348,0.010802,92.58
12871,0.5455,0.010725,93.24
12872,0.5564,0.010839,92.26
12873,0.5673,0.010944,91.37
12874,0.5779,0.010594,94.39
12875,0.5888,0.010937,91.44
12876,0.5997,0.010819,92.43
12877,0.6110,0.011318,88.36
12878,0.6209,0.009940,100.61
12879,0.6318,0.010847,92.19
12880,0.6423,0.010588,94.45
12881,0.6532,0.010868,92.02
12882,0.6640,0.010767,92.88
12883,0.6747,0.010691,93.54
12884,0.6854,0.010735,93.16
12885,0.6964,0.010996,90.94
12886,0.7070,0.010611,94.25
12887,0.7178,0.010762,92.92
12888,0.7285,0.010735,93.16
12889,0.7393,0.010767,92.88
12890,0.7500,0.010712,93.36
12891,0.7608,0.010798,92.61
12892,0.7716,0.010810,92.51
12893,0.7826,0.010959,91.25
12894,0.7934,0.010816,92.46
12895,0.8043,0.010900,91.75
12896,0.8148,0.010485,95.38
12897,0.8255,0.010742,93.09
12898,0.8363,0.010751,93.02
12899,0.8471,0.010824,92.39
12900,0.8577,0.010617,94.19
12901,0.8684,0.010732,93.18
12902,0.8794,0.010983,91.05
12903,0.8900,0.010630,94.07
12904,0.9009,0.010825,92.38
12905,0.9115,0.010659,93.81
12906,0.9221,0.010588,94.45
