TotalFrame,Time,DeltaTime,FPS,RAM
226611,0.0000,0.015460,64.68, 426.9611
226612,0.0000,0.015460,64.68, 437.1539
226613,0.0200,0.020000,50.00, 431.3132
226614,0.0264,0.006433,155.44, 431.0044
226615,0.0320,0.005616,178.07, 429.3830
226616,0.0376,0.005473,182.71, 431.0042
226617,0.0454,0.007856,127.29, 430.4430
226618,0.0540,0.008598,116.30, 430.1936
226619,0.0615,0.007659,130.57, 428.3891
226620,0.0693,0.007644,130.82, 429.5077
226621,0.0774,0.008109,123.32, 429.7571
226622,0.0850,0.007620,131.24, 429.7571
226623,0.0923,0.007260,137.74, 430.6299
226624,0.1008,0.008631,115.86, 429.9388
226625,0.1086,0.007813,128.00, 429.8764
226626,0.1165,0.007685,130.12, 429.5646
226627,0.1245,0.008005,124.92, 429.6270
226628,0.1318,0.007469,133.88, 429.8764
226629,0.1394,0.007612,131.37, 431.0573
226630,0.1475,0.007868,127.09, 430.3129
226631,0.1553,0.007909,126.44, 428.9449
226632,0.1626,0.007273,137.50, 429.6893
226633,0.1699,0.007482,133.66, 430.0011
226634,0.1775,0.007584,131.86, 429.5023
226635,0.1853,0.007751,129.01, 430.1258
226636,0.1931,0.007675,130.29, 430.0011
226637,0.2012,0.008236,121.42, 427.0156
226638,0.2080,0.006847,146.06, 430.0635
226639,0.2163,0.008130,123.00, 430.0011
226640,0.2236,0.007492,133.47, 429.8764
226641,0.2312,0.007477,133.74, 430.0011
226642,0.2388,0.007625,131.14, 430.1882
226643,0.2466,0.007677,130.26, 430.3129
226644,0.2542,0.007594,131.69, 429.9388
226645,0.2617,0.007609,131.43, 429.9388
226646,0.2700,0.008355,119.69, 429.4399
226647,0.2773,0.007248,137.97, 430.6870
226648,0.2849,0.007502,133.30, 429.8764
226649,0.2925,0.007777,128.59, 429.9388
226650,0.3005,0.007982,125.28, 430.2505
226651,0.3081,0.007478,133.72, 429.5023
226652,0.3157,0.007568,132.14, 429.3775
226653,0.3232,0.007541,132.61, 429.7517
226654,0.3311,0.007963,125.59, 430.0635
226655,0.3389,0.007711,129.69, 429.9388
226656,0.3464,0.007483,133.63, 429.8140
226657,0.3538,0.007384,135.42, 430.0011
226658,0.3611,0.007479,133.71, 429.5646
226659,0.3691,0.007901,126.57, 429.3152
226660,0.3765,0.007395,135.23, 429.8140
226661,0.3845,0.008032,124.50, 429.5023
226662,0.3921,0.007510,133.16, 430.2505
226663,0.3997,0.007733,129.32, 427.0156
226664,0.4067,0.006958,143.71, 429.6893
226665,0.4143,0.007531,132.79, 429.8764
226666,0.4226,0.008262,121.04, 429.6893
226667,0.4297,0.007290,137.17, 430.1258
226668,0.4375,0.007792,128.35, 429.5023
226669,0.4448,0.007327,136.49, 429.5023
226670,0.4529,0.007959,125.65, 429.8764
226671,0.4602,0.007419,134.79, 429.3775
226672,0.4678,0.007471,133.84, 429.3152
226673,0.4753,0.007643,130.84, 430.1882
226674,0.4832,0.007852,127.35, 428.6331
226675,0.4907,0.007384,135.42, 429.0657
226676,0.4980,0.007350,136.06, 429.8140
226677,0.5056,0.007598,131.61, 429.3775
226678,0.5132,0.007564,132.21, 430.8741
226679,0.5212,0.007994,125.10, 429.8140
226680,0.5283,0.007279,137.37, 429.6270
226681,0.5361,0.007706,129.77, 429.6270
226682,0.5437,0.007606,131.48, 430.1882
226683,0.5510,0.007409,134.98, 429.8764
226684,0.5586,0.007498,133.37, 429.6893
226685,0.5667,0.007890,126.75, 429.6270
226686,0.5742,0.007679,130.23, 430.0011
226687,0.5818,0.007468,133.91, 429.5646
226688,0.5898,0.008066,123.98, 427.0156
226689,0.5967,0.006849,146.01, 429.3152
226690,0.6050,0.008387,119.24, 429.6270
226691,0.6128,0.007806,128.11, 429.8764
226692,0.6204,0.007496,133.40, 430.5000
226693,0.6279,0.007669,130.39, 430.2505
226694,0.6357,0.007685,130.12, 430.3129
226695,0.6433,0.007761,128.85, 429.5646
226696,0.6509,0.007443,134.35, 429.7517
226697,0.6589,0.008050,124.22, 430.1258
226698,0.6667,0.007943,125.89, 430.2505
226699,0.6743,0.007603,131.52, 429.8764
226700,0.6821,0.007753,128.98, 430.0011
226701,0.6897,0.007605,131.49, 429.6270
226702,0.6975,0.007743,129.14, 429.2528
226703,0.7051,0.007428,134.63, 429.3152
226704,0.7124,0.007474,133.80, 430.2505
226705,0.7202,0.007704,129.80, 429.4399
226706,0.7278,0.007671,130.36, 429.8764
226707,0.7356,0.007879,126.92, 429.8764
226708,0.7432,0.007524,132.90, 429.8140
226709,0.7510,0.007769,128.73, 430.1258
226710,0.7588,0.007725,129.45, 429.7517
226711,0.7659,0.007233,138.26, 429.6271
226712,0.7744,0.008366,119.54, 429.0072
226713,0.7817,0.007378,135.55, 430.6870
226714,0.7893,0.007513,133.10, 429.7517
226715,0.7969,0.007715,129.61, 429.8764
226716,0.8047,0.007862,127.19, 430.1882
226717,0.8125,0.007631,131.05, 429.5023
226718,0.8206,0.008169,122.41, 429.3152
226719,0.8284,0.007700,129.88, 429.8764
226720,0.8367,0.008432,118.60, 427.0156
226721,0.8445,0.007817,127.92, 427.0156
226722,0.8511,0.006533,153.08, 429.4399
226723,0.8591,0.008014,124.79, 429.5646
