TotalFrame,Time,DeltaTime,FPS
84369,0.0000,0.009294,107.60
84370,0.0000,0.009294,107.60
84371,0.0200,0.020000,50.00
84372,0.0250,0.004945,202.24
84373,0.0298,0.004805,208.11
84374,0.0380,0.008213,121.76
84375,0.0432,0.005174,193.27
84376,0.0484,0.005295,188.86
84377,0.0540,0.005512,181.41
84378,0.0594,0.005396,185.33
84379,0.0644,0.005082,196.77
84380,0.0698,0.005325,187.78
84381,0.0751,0.005344,187.12
84382,0.0812,0.006079,164.51
84383,0.0858,0.004592,217.79
84384,0.0911,0.005358,186.64
84385,0.0960,0.004904,203.93
84386,0.1015,0.005499,181.87
84387,0.1069,0.005399,185.23
84388,0.1123,0.005338,187.35
84389,0.1177,0.005455,183.32
84390,0.1231,0.005381,185.85
84391,0.1283,0.005216,191.73
84392,0.1336,0.005258,190.20
84393,0.1388,0.005193,192.56
84394,0.1440,0.005211,191.92
84395,0.1494,0.005377,185.99
84396,0.1549,0.005538,180.57
84397,0.1602,0.005270,189.77
84398,0.1660,0.005813,172.03
84399,0.1710,0.004983,200.67
84400,0.1760,0.005048,198.10
84401,0.1810,0.004972,201.13
84402,0.1862,0.005230,191.20
84403,0.1919,0.005657,176.77
84404,0.1972,0.005357,186.66
84405,0.2026,0.005388,185.60
84406,0.2079,0.005283,189.28
84407,0.2133,0.005427,184.28
84408,0.2185,0.005216,191.71
84409,0.2235,0.005007,199.71
84410,0.2289,0.005350,186.92
84411,0.2343,0.005429,184.21
84412,0.2397,0.005350,186.91
84413,0.2450,0.005332,187.55
84414,0.2505,0.005515,181.34
84415,0.2557,0.005189,192.70
84416,0.2610,0.005247,190.57
84417,0.2660,0.005063,197.51
84418,0.2714,0.005364,186.43
84419,0.2768,0.005396,185.32
84420,0.2827,0.005898,169.54
84421,0.2879,0.005270,189.76
84422,0.2935,0.005603,178.47
84423,0.2992,0.005648,177.06
84424,0.3043,0.005112,195.63
84425,0.3096,0.005254,190.33
84426,0.3148,0.005233,191.11
84427,0.3202,0.005369,186.25
84428,0.3254,0.005226,191.36
84429,0.3309,0.005488,182.23
84430,0.3363,0.005401,185.14
84431,0.3417,0.005404,185.05
84432,0.3470,0.005348,186.98
84433,0.3523,0.005256,190.26
84434,0.3576,0.005324,187.85
84435,0.3628,0.005203,192.20
84436,0.3681,0.005243,190.72
84437,0.3735,0.005468,182.88
84438,0.3789,0.005361,186.55
84439,0.3843,0.005435,184.01
84440,0.3896,0.005327,187.71
84441,0.3951,0.005449,183.54
84442,0.3997,0.004599,217.44
84443,0.4053,0.005649,177.03
84444,0.4106,0.005294,188.88
84445,0.4160,0.005410,184.85
84446,0.4214,0.005316,188.13
84447,0.4268,0.005411,184.83
84448,0.4321,0.005304,188.55
84449,0.4375,0.005445,183.66
84450,0.4427,0.005168,193.49
84451,0.4479,0.005180,193.05
84452,0.4533,0.005394,185.39
84453,0.4587,0.005419,184.53
84454,0.4640,0.005328,187.69
84455,0.4694,0.005379,185.92
84456,0.4749,0.005478,182.56
84457,0.4801,0.005240,190.84
84458,0.4854,0.005335,187.43
84459,0.4905,0.005038,198.50
84460,0.4960,0.005532,180.77
84461,0.5015,0.005455,183.33
84462,0.5069,0.005465,182.98
84463,0.5121,0.005173,193.30
84464,0.5175,0.005437,183.94
84465,0.5228,0.005283,189.29
84466,0.5278,0.005005,199.79
84467,0.5330,0.005198,192.38
84468,0.5386,0.005610,178.26
84469,0.5440,0.005326,187.76
84470,0.5496,0.005600,178.56
84471,0.5547,0.005168,193.50
84472,0.5600,0.005266,189.89
84473,0.5654,0.005363,186.47
84474,0.5705,0.005104,195.91
84475,0.5755,0.005034,198.66
84476,0.5812,0.005713,175.05
84477,0.5865,0.005306,188.47
84478,0.5919,0.005411,184.81
84479,0.5973,0.005389,185.56
84480,0.6027,0.005367,186.31
84481,0.6080,0.005303,188.59
84482,0.6132,0.005199,192.35
84483,0.6183,0.005140,194.56
84484,0.6239,0.005602,178.50
84485,0.6292,0.005214,191.79
84486,0.6345,0.005333,187.50
84487,0.6399,0.005406,185.00
84488,0.6452,0.005334,187.48
84489,0.6504,0.005206,192.08
84490,0.6559,0.005424,184.36
84491,0.6609,0.005028,198.87
84492,0.6663,0.005417,184.59
84493,0.6717,0.005436,183.97
84494,0.6771,0.005349,186.95
84495,0.6824,0.005351,186.87
84496,0.6878,0.005410,184.85
84497,0.6931,0.005201,192.27
84498,0.6984,0.005339,187.31
84499,0.7034,0.005051,198.00
84500,0.7088,0.005412,184.79
84501,0.7141,0.005271,189.73
84502,0.7197,0.005550,180.17
84503,0.7247,0.005048,198.11
84504,0.7303,0.005589,178.93
84505,0.7356,0.005298,188.77
84506,0.7409,0.005326,187.74
84507,0.7457,0.004761,210.03
84508,0.7513,0.005666,176.49
84509,0.7567,0.005386,185.68
84510,0.7621,0.005379,185.90
84511,0.7676,0.005467,182.91
84512,0.7732,0.005612,178.18
84513,0.7786,0.005433,184.08
84514,0.7840,0.005338,187.33
84515,0.7899,0.005935,168.48
84516,0.7943,0.004421,226.17
84517,0.7999,0.005616,178.07
84518,0.8053,0.005346,187.05
84519,0.8108,0.005472,182.74
84520,0.8162,0.005416,184.63
84521,0.8217,0.005477,182.58
