TotalFrame,Time,DeltaTime,FPS
45702,0.0000,0.018720,53.42
45703,0.0000,0.018720,53.42
45704,0.0200,0.020000,50.00
45705,0.0232,0.003210,311.57
45706,0.0262,0.002987,334.76
45707,0.2020,0.175782,5.69
45708,0.2208,0.018805,53.18
45709,0.2394,0.018649,53.62
45710,0.2587,0.019229,52.00
45711,0.2773,0.018578,53.83
45712,0.2967,0.019430,51.47
45713,0.3153,0.018615,53.72
45714,0.3341,0.018788,53.23
45715,0.3530,0.018880,52.97
45716,0.3719,0.018996,52.64
45717,0.3892,0.017251,57.97
45718,0.4059,0.016650,60.06
45719,0.4221,0.016288,61.39
45720,0.4388,0.016653,60.05
45721,0.4551,0.016273,61.45
45722,0.4714,0.016336,61.22
45723,0.4877,0.016313,61.30
45724,0.5043,0.016597,60.25
45725,0.5202,0.015861,63.05
45726,0.5366,0.016395,60.99
45727,0.5527,0.016159,61.89
45728,0.5690,0.016230,61.62
45729,0.5853,0.016296,61.36
45730,0.6015,0.016230,61.61
45731,0.6177,0.016198,61.74
45732,0.6341,0.016439,60.83
45733,0.6504,0.016282,61.42
45734,0.6666,0.016234,61.60
45735,0.6829,0.016227,61.63
45736,0.6992,0.016299,61.35
45737,0.7155,0.016302,61.34
45738,0.7317,0.016243,61.57
45739,0.7480,0.016284,61.41
45740,0.7644,0.016432,60.86
45741,0.7805,0.016090,62.15
45742,0.7971,0.016547,60.43
45743,0.8134,0.016295,61.37
45744,0.8297,0.016340,61.20
45745,0.8459,0.016170,61.84
45746,0.8624,0.016506,60.59
45747,0.8786,0.016211,61.69
45748,0.8948,0.016205,61.71
45749,0.9110,0.016247,61.55
45750,0.9275,0.016437,60.84
45751,0.9438,0.016378,61.06
45752,0.9600,0.016152,61.91
45753,0.9763,0.016312,61.30
45754,0.9928,0.016526,60.51
45755,1.0090,0.016187,61.78
45756,1.0252,0.016152,61.91
45757,1.0415,0.016344,61.19
45758,1.0579,0.016393,61.00
45759,1.0742,0.016277,61.44
45760,1.0905,0.016283,61.42
45761,1.1066,0.016167,61.86
45762,1.1228,0.016125,62.02
45763,1.1393,0.016544,60.44
45764,1.1556,0.016331,61.23
45765,1.1718,0.016201,61.72
45766,1.1880,0.016166,61.86
45767,1.2046,0.016561,60.38
45768,1.2204,0.015843,63.12
45769,1.2371,0.016710,59.85
45770,1.2534,0.016304,61.33
45771,1.2701,0.016638,60.10
45772,1.2863,0.016217,61.66
45773,1.3023,0.015993,62.53
45774,1.3186,0.016341,61.20
45775,1.3349,0.016294,61.37
45776,1.3512,0.016291,61.38
45777,1.3676,0.016406,60.95
45778,1.3839,0.016263,61.49
45779,1.4000,0.016165,61.86
45780,1.4167,0.016674,59.98
45781,1.4330,0.016335,61.22
45782,1.4494,0.016321,61.27
45783,1.4652,0.015875,62.99
45784,1.4816,0.016325,61.25
45785,1.4980,0.016481,60.68
45786,1.5143,0.016220,61.65
45787,1.5304,0.016123,62.02
45788,1.5466,0.016255,61.52
45789,1.5629,0.016218,61.66
45790,1.5793,0.016395,60.99
45791,1.5955,0.016197,61.74
45792,1.6119,0.016436,60.84
45793,1.6281,0.016238,61.58
45794,1.6446,0.016468,60.72
45795,1.6606,0.016058,62.27
45796,1.6770,0.016345,61.18
45797,1.6933,0.016263,61.49
45798,1.7095,0.016273,61.45
45799,1.7258,0.016274,61.45
45800,1.7423,0.016494,60.63
45801,1.7584,0.016121,62.03
45802,1.7746,0.016189,61.77
45803,1.7909,0.016244,61.56
45804,1.8073,0.016449,60.79
45805,1.8235,0.016142,61.95
45806,1.8396,0.016178,61.81
45807,1.8561,0.016476,60.70
45808,1.8725,0.016370,61.09
45809,1.8889,0.016445,60.81
45810,1.9052,0.016283,61.42
45811,1.9215,0.016286,61.40
45812,1.9384,0.016904,59.16
45813,1.9540,0.015631,63.98
45814,1.9703,0.016259,61.51
45815,1.9868,0.016554,60.41
45816,2.0029,0.016091,62.15
45817,2.0192,0.016306,61.33
45818,2.0354,0.016188,61.77
45819,2.0518,0.016415,60.92
45820,2.0682,0.016368,61.10
45821,2.0844,0.016260,61.50
45822,2.1006,0.016130,62.00
45823,2.1169,0.016331,61.24
45824,2.1332,0.016302,61.34
45825,2.1497,0.016493,60.63
45826,2.1658,0.016116,62.05
45827,2.1820,0.016187,61.78
45828,2.1984,0.016399,60.98
45829,2.2148,0.016349,61.16
45830,2.2309,0.016122,62.03
45831,2.2476,0.016684,59.94
45832,2.2635,0.015962,62.65
45833,2.2801,0.016528,60.50
45834,2.2963,0.016259,61.50
45835,2.3126,0.016242,61.57
45836,2.3289,0.016340,61.20
45837,2.3451,0.016195,61.75
45838,2.3611,0.016029,62.39
45839,2.3778,0.016715,59.83
45840,2.3940,0.016164,61.87
45841,2.4102,0.016163,61.87
45842,2.4266,0.016432,60.86
45843,2.4428,0.016187,61.78
45844,2.4592,0.016454,60.78
45845,2.4758,0.016527,60.51
45846,2.4919,0.016134,61.98
45847,2.5084,0.016452,60.78
45848,2.5244,0.016067,62.24
45849,2.5406,0.016190,61.77
45850,2.5568,0.016224,61.64
45851,2.5731,0.016270,61.46
45852,2.5895,0.016386,61.03
45853,2.6057,0.016176,61.82
45854,2.6219,0.016205,61.71
45855,2.6384,0.016509,60.57
45856,2.6545,0.016174,61.83
45857,2.6708,0.016250,61.54
45858,2.6871,0.016300,61.35
45859,2.7031,0.016023,62.41
45860,2.7197,0.016605,60.22
45861,2.7364,0.016634,60.12
45862,2.7527,0.016327,61.25
45863,2.7691,0.016415,60.92
45864,2.7860,0.016854,59.33
45865,2.8022,0.016258,61.51
45866,2.8188,0.016647,60.07
45867,2.8345,0.015639,63.94
45868,2.8508,0.016300,61.35
45869,2.8668,0.015975,62.60
45870,2.8833,0.016508,60.58
45871,2.8993,0.016043,62.33
45872,2.9162,0.016883,59.23
45873,2.9324,0.016210,61.69
45874,2.9484,0.015994,62.52
45875,2.9650,0.016545,60.44
45876,2.9813,0.016307,61.32
45877,2.9979,0.016613,60.19
45878,3.0140,0.016109,62.08
45879,3.0301,0.016069,62.23
45880,3.0464,0.016378,61.06
45881,3.0627,0.016248,61.55
45882,3.0791,0.016445,60.81
45883,3.0953,0.016136,61.97
45884,3.1116,0.016339,61.20
45885,3.1278,0.016247,61.55
45886,3.1442,0.016325,61.26
45887,3.1604,0.016195,61.75
45888,3.1766,0.016245,61.56
45889,3.1930,0.016367,61.10
45890,3.2093,0.016338,61.21
45891,3.2258,0.016452,60.78
45892,3.2420,0.016276,61.44
45893,3.2580,0.015957,62.67
45894,3.2748,0.016773,59.62
45895,3.2910,0.016213,61.68
45896,3.3074,0.016411,60.94
45897,3.3237,0.016290,61.39
45898,3.3399,0.016234,61.60
45899,3.3562,0.016234,61.60
45900,3.3726,0.016420,60.90
45901,3.3890,0.016418,60.91
45902,3.4052,0.016184,61.79
45903,3.4214,0.016266,61.48
45904,3.4378,0.016337,61.21
45905,3.4540,0.016263,61.49
45906,3.4704,0.016357,61.14
45907,3.4870,0.016596,60.25
45908,3.5036,0.016569,60.35
45909,3.5201,0.016496,60.62
45910,3.5364,0.016364,61.11
45911,3.5533,0.016902,59.17
45912,3.5695,0.016127,62.01
45913,3.5858,0.016310,61.31
45914,3.6021,0.016291,61.39
45915,3.6183,0.016304,61.33
45916,3.6346,0.016291,61.38
45917,3.6511,0.016405,60.96
45918,3.6674,0.016368,61.10
45919,3.6843,0.016826,59.43
