TotalFrame,Time,DeltaTime,FPS
64987,0.0000,0.023301,42.92
64988,0.0000,0.023301,42.92
64989,0.0200,0.020000,50.00
64990,0.0406,0.020596,48.55
64991,0.0623,0.021701,46.08
64992,0.0834,0.021049,47.51
64993,0.1064,0.023044,43.40
64994,0.1312,0.024769,40.37
64995,0.1539,0.022706,44.04
64996,0.1748,0.020911,47.82
64997,0.1957,0.020897,47.85
64998,0.2162,0.020562,48.63
64999,0.2370,0.020778,48.13
65000,0.2574,0.020376,49.08
65001,0.2761,0.018650,53.62
65002,0.2963,0.020298,49.27
65003,0.3170,0.020620,48.50
65004,0.3358,0.018875,52.98
65005,0.3559,0.020068,49.83
65006,0.3760,0.020106,49.74
65007,0.3959,0.019858,50.36
65008,0.4174,0.021478,46.56
65009,0.4373,0.019982,50.05
65010,0.4576,0.020282,49.30
65011,0.4780,0.020331,49.19
65012,0.4973,0.019330,51.73
65013,0.5171,0.019820,50.45
65014,0.5388,0.021704,46.07
65015,0.5590,0.020228,49.44
65016,0.5798,0.020750,48.19
65017,0.6004,0.020597,48.55
65018,0.6209,0.020537,48.69
65019,0.6419,0.020965,47.70
65020,0.6609,0.019005,52.62
65021,0.6815,0.020552,48.66
65022,0.7015,0.020070,49.82
65023,0.7216,0.020116,49.71
65024,0.7422,0.020646,48.44
65025,0.7626,0.020295,49.27
65026,0.7835,0.020931,47.78
65027,0.8038,0.020255,49.37
65028,0.8251,0.021412,46.70
65029,0.8443,0.019142,52.24
65030,0.8650,0.020663,48.40
65031,0.8870,0.021976,45.50
65032,0.9081,0.021157,47.26
65033,0.9285,0.020457,48.88
65034,0.9500,0.021424,46.68
65035,0.9703,0.020308,49.24
65036,0.9902,0.019892,50.27
65037,1.0101,0.019873,50.32
65038,1.0289,0.018899,52.91
65039,1.0490,0.020001,50.00
65040,1.0695,0.020580,48.59
65041,1.0898,0.020273,49.33
65042,1.1102,0.020414,48.99
65043,1.1304,0.020167,49.59
65044,1.1503,0.019898,50.26
65045,1.1705,0.020211,49.48
65046,1.1921,0.021561,46.38
65047,1.2120,0.020008,49.98
65048,1.2329,0.020857,47.95
65049,1.2534,0.020465,48.86
