TotalFrame,Time,DeltaTime,FPS
56486,0.0000,0.019236,51.99
56487,0.0000,0.019236,51.99
56488,0.0200,0.020000,50.00
56489,0.0353,0.015283,65.43
56490,0.0506,0.015263,65.52
56491,0.0657,0.015166,65.94
56492,0.0811,0.015322,65.27
56493,0.0962,0.015183,65.86
56494,0.1118,0.015553,64.29
56495,0.1262,0.014451,69.20
56496,0.1405,0.014235,70.25
56497,0.1559,0.015413,64.88
56498,0.1711,0.015165,65.94
56499,0.1875,0.016457,60.76
56500,0.2028,0.015331,65.23
56501,0.2169,0.014059,71.13
56502,0.2323,0.015444,64.75
56503,0.2477,0.015364,65.09
56504,0.2627,0.015031,66.53
56505,0.2779,0.015196,65.81
56506,0.2934,0.015472,64.63
56507,0.3091,0.015642,63.93
56508,0.3268,0.017743,56.36
56509,0.3421,0.015341,65.19
56510,0.3573,0.015192,65.83
56511,0.3726,0.015309,65.32
56512,0.3878,0.015232,65.65
56513,0.4031,0.015209,65.75
56514,0.4182,0.015164,65.95
56515,0.4326,0.014413,69.38
56516,0.4483,0.015668,63.82
56517,0.4650,0.016702,59.87
56518,0.4803,0.015287,65.41
56519,0.4960,0.015671,63.81
56520,0.5127,0.016690,59.92
56521,0.5285,0.015852,63.08
56522,0.5441,0.015542,64.34
56523,0.5594,0.015314,65.30
56524,0.5752,0.015800,63.29
56525,0.5921,0.016976,58.91
56526,0.6088,0.016652,60.05
56527,0.6256,0.016805,59.51
56528,0.6412,0.015612,64.05
56529,0.6562,0.015004,66.65
56530,0.6717,0.015476,64.62
56531,0.6861,0.014417,69.36
56532,0.7013,0.015173,65.91
56533,0.7163,0.014993,66.70
56534,0.7329,0.016683,59.94
56535,0.7481,0.015142,66.04
56536,0.7647,0.016571,60.35
56537,0.7801,0.015383,65.01
56538,0.7954,0.015320,65.27
56539,0.8106,0.015214,65.73
56540,0.8261,0.015483,64.59
56541,0.8413,0.015228,65.67
56542,0.8564,0.015151,66.00
56543,0.8735,0.017032,58.71
56544,0.8888,0.015303,65.35
56545,0.9039,0.015138,66.06
56546,0.9191,0.015222,65.69
56547,0.9356,0.016434,60.85
56548,0.9513,0.015725,63.59
56549,0.9666,0.015312,65.31
56550,0.9816,0.014977,66.77
56551,0.9969,0.015328,65.24
56552,1.0122,0.015324,65.26
56553,1.0266,0.014384,69.52
56554,1.0420,0.015395,64.96
56555,1.0572,0.015149,66.01
56556,1.0727,0.015481,64.59
56557,1.0899,0.017246,57.98
56558,1.1052,0.015273,65.47
56559,1.1219,0.016743,59.73
56560,1.1383,0.016424,60.89
56561,1.1534,0.015086,66.29
