TotalFrame,Time,DeltaTime,FPS
89783,0.0000,0.053403,18.73
89784,0.0000,0.053403,18.73
89785,0.0200,0.020000,50.00
89786,0.0693,0.049362,20.26
89787,0.1182,0.048752,20.51
89788,0.1659,0.047743,20.95
89789,0.2137,0.047862,20.89
89790,0.2644,0.050681,19.73
89791,0.3141,0.049667,20.13
89792,0.3617,0.047608,21.00
89793,0.4139,0.052226,19.15
89794,0.4618,0.047925,20.87
89795,0.5121,0.050284,19.89
89796,0.5607,0.048533,20.60
89797,0.6089,0.048217,20.74
89798,0.6581,0.049183,20.33
89799,0.7065,0.048453,20.64
89800,0.7542,0.047641,20.99
89801,0.8033,0.049170,20.34
89802,0.8514,0.048155,20.77
89803,0.8998,0.048359,20.68
89804,0.9474,0.047585,21.01
89805,0.9974,0.050057,19.98
89806,1.0460,0.048583,20.58
89807,1.0940,0.047937,20.86
89808,1.1420,0.047995,20.84
89809,1.1899,0.047967,20.85
89810,1.2391,0.049159,20.34
89811,1.2870,0.047852,20.90
89812,1.3347,0.047809,20.92
89813,1.3829,0.048128,20.78
89814,1.4307,0.047828,20.91
89815,1.4811,0.050360,19.86
89816,1.5295,0.048524,20.61
89817,1.5775,0.047946,20.86
89818,1.6255,0.047965,20.85
89819,1.6733,0.047820,20.91
89820,1.7236,0.050273,19.89
89821,1.7733,0.049694,20.12
89822,1.8210,0.047760,20.94
89823,1.8693,0.048247,20.73
89824,1.9174,0.048108,20.79
89825,1.9655,0.048091,20.79
89826,2.0143,0.048821,20.48
89827,2.0620,0.047680,20.97
89828,2.1097,0.047699,20.96
89829,2.1586,0.048907,20.45
89830,2.2080,0.049359,20.26
89831,2.2576,0.049557,20.18
89832,2.3055,0.048019,20.82
89833,2.3533,0.047729,20.95
89834,2.4030,0.049704,20.12
89835,2.4507,0.047722,20.95
89836,2.4993,0.048594,20.58
89837,2.5487,0.049398,20.24
89838,2.5970,0.048341,20.69
89839,2.6471,0.050056,19.98
89840,2.6952,0.048045,20.81
89841,2.7433,0.048158,20.77
89842,2.7909,0.047614,21.00
89843,2.8406,0.049704,20.12
89844,2.8882,0.047599,21.01
89845,2.9341,0.045883,21.79
89846,2.9827,0.048606,20.57
89847,3.0271,0.044393,22.53
89848,3.0752,0.048144,20.77
89849,3.1239,0.048623,20.57
89850,3.1727,0.048897,20.45
89851,3.2209,0.048169,20.76
89852,3.2689,0.047973,20.85
89853,3.3168,0.047872,20.89
89854,3.3610,0.044180,22.63
89855,3.4104,0.049455,20.22
89856,3.4602,0.049787,20.09
89857,3.5093,0.049082,20.37
89858,3.5555,0.046215,21.64
89859,3.6050,0.049500,20.20
89860,3.6532,0.048240,20.73
89861,3.7024,0.049134,20.35
89862,3.7500,0.047693,20.97
89863,3.8003,0.050226,19.91
89864,3.8483,0.047996,20.84
89865,3.8961,0.047873,20.89
89866,3.9448,0.048707,20.53
89867,3.9934,0.048526,20.61
89868,4.0421,0.048690,20.54
89869,4.0901,0.047973,20.84
89870,4.1383,0.048258,20.72
89871,4.1860,0.047748,20.94
89872,4.2336,0.047620,21.00
89873,4.2820,0.048262,20.72
89874,4.3295,0.047527,21.04
89875,4.3772,0.047686,20.97
89876,4.4260,0.048884,20.46
89877,4.4740,0.047925,20.87
89878,4.5225,0.048547,20.60
89879,4.5697,0.047215,21.18
89880,4.6177,0.047980,20.84
89881,4.6658,0.048127,20.78
89882,4.7155,0.049636,20.15
89883,4.7632,0.047775,20.93
89884,4.8125,0.049262,20.30
89885,4.8606,0.048089,20.79
89886,4.9084,0.047855,20.90
89887,4.9561,0.047604,21.01
89888,5.0068,0.050843,19.67
89889,5.0547,0.047810,20.92
89890,5.1027,0.047949,20.86
89891,5.1522,0.049632,20.15
89892,5.2030,0.050726,19.71
89893,5.2506,0.047565,21.02
89894,5.2992,0.048685,20.54
89895,5.3505,0.051182,19.54
89896,5.4001,0.049663,20.14
89897,5.4496,0.049438,20.23
89898,5.5011,0.051502,19.42
89899,5.5491,0.048001,20.83
89900,5.5994,0.050335,19.87
89901,5.6482,0.048786,20.50
89902,5.6929,0.044674,22.38
89903,5.7401,0.047336,21.13
89904,5.7903,0.050083,19.97
89905,5.8402,0.050011,20.00
89906,5.8857,0.045522,21.97
89907,5.9365,0.050703,19.72
89908,5.9846,0.048071,20.80
89909,6.0298,0.045172,22.14
89910,6.0791,0.049339,20.27
89911,6.1271,0.048044,20.81
89912,6.1748,0.047669,20.98
89913,6.2229,0.048130,20.78
89914,6.2709,0.047958,20.85
89915,6.3186,0.047750,20.94
89916,6.3665,0.047872,20.89
89917,6.4166,0.050116,19.95
89918,6.4647,0.048057,20.81
89919,6.5143,0.049620,20.15
89920,6.5637,0.049463,20.22
89921,6.6132,0.049372,20.25
89922,6.6633,0.050266,19.89
89923,6.7114,0.048024,20.82
89924,6.7609,0.049456,20.22
89925,6.8092,0.048333,20.69
89926,6.8574,0.048159,20.76
89927,6.9064,0.049038,20.39
89928,6.9537,0.047331,21.13
89929,7.0046,0.050883,19.65
89930,7.0520,0.047383,21.10
89931,7.0996,0.047638,20.99
89932,7.1471,0.047415,21.09
89933,7.1945,0.047455,21.07
89934,7.2434,0.048927,20.44
89935,7.2926,0.049223,20.32
89936,7.3376,0.044992,22.23
89937,7.3878,0.050111,19.96
89938,7.4353,0.047496,21.05
89939,7.4836,0.048410,20.66
89940,7.5314,0.047739,20.95
89941,7.5797,0.048258,20.72
89942,7.6273,0.047642,20.99
89943,7.6763,0.048982,20.42
89944,7.7242,0.048011,20.83
89945,7.7733,0.049032,20.39
89946,7.8212,0.047901,20.88
89947,7.8707,0.049485,20.21
89948,7.9202,0.049500,20.20
89949,7.9722,0.051953,19.25
89950,8.0208,0.048633,20.56
89951,8.0682,0.047400,21.10
89952,8.1160,0.047725,20.95
89953,8.1648,0.048899,20.45
89954,8.2141,0.049304,20.28
89955,8.2621,0.047978,20.84
89956,8.3063,0.044174,22.64
89957,8.3547,0.048435,20.65
89958,8.4031,0.048344,20.69
89959,8.4529,0.049819,20.07
89960,8.5010,0.048082,20.80
89961,8.5499,0.048977,20.42
89962,8.5972,0.047180,21.20
89963,8.6450,0.047884,20.88
89964,8.6952,0.050197,19.92
89965,8.7437,0.048450,20.64
89966,8.7914,0.047746,20.94
89967,8.8427,0.051269,19.50
89968,8.8927,0.050077,19.97
89969,8.9409,0.048243,20.73
89970,8.9893,0.048295,20.71
89971,9.0388,0.049547,20.18
89972,9.0886,0.049753,20.10
89973,9.1366,0.048001,20.83
89974,9.1843,0.047780,20.93
89975,9.2330,0.048720,20.53
89976,9.2823,0.049305,20.28
89977,9.3314,0.049043,20.39
89978,9.3798,0.048377,20.67
89979,9.4274,0.047586,21.01
89980,9.4756,0.048253,20.72
89981,9.5239,0.048300,20.70
89982,9.5723,0.048274,20.72
89983,9.6200,0.047780,20.93
89984,9.6704,0.050367,19.85
89985,9.7228,0.052460,19.06
89986,9.7738,0.050969,19.62
89987,9.8215,0.047803,20.92
89988,9.8696,0.047985,20.84
89989,9.9178,0.048243,20.73
89990,9.9666,0.048748,20.51
