TotalFrame,Time,DeltaTime,FPS
100700,0.0000,0.072153,13.86
100701,0.0000,0.072153,13.86
100702,0.0199,0.020000,50.00
100703,0.0898,0.069862,14.31
100704,0.1549,0.065129,15.35
100705,0.2239,0.068919,14.51
100706,0.2882,0.064308,15.55
100707,0.3569,0.068779,14.54
100708,0.4258,0.068864,14.52
100709,0.4939,0.068101,14.68
100710,0.5625,0.068578,14.58
100711,0.6313,0.068813,14.53
100712,0.7002,0.068890,14.52
100713,0.7688,0.068621,14.57
100714,0.8375,0.068670,14.56
100715,0.9053,0.067740,14.76
100716,0.9750,0.069766,14.33
100717,1.0439,0.068915,14.51
100718,1.1130,0.069128,14.47
100719,1.1768,0.063781,15.68
100720,1.2415,0.064669,15.46
100721,1.3097,0.068201,14.66
100722,1.3779,0.068189,14.67
100723,1.4464,0.068506,14.60
100724,1.5145,0.068093,14.69
100725,1.5824,0.067963,14.71
100726,1.6506,0.068228,14.66
100727,1.7212,0.070582,14.17
100728,1.7852,0.063924,15.64
100729,1.8492,0.064044,15.61
100730,1.9176,0.068409,14.62
100731,1.9850,0.067341,14.85
100732,2.0529,0.067952,14.72
100733,2.1211,0.068235,14.66
100734,2.1858,0.064678,15.46
100735,2.2546,0.068794,14.54
100736,2.3235,0.068865,14.52
100737,2.3917,0.068205,14.66
100738,2.4554,0.063776,15.68
100739,2.5190,0.063614,15.72
100740,2.5878,0.068652,14.57
100741,2.6533,0.065543,15.26
100742,2.7235,0.070290,14.23
100743,2.7928,0.069246,14.44
100744,2.8611,0.068317,14.64
100745,2.9320,0.070833,14.12
100746,3.0010,0.068994,14.49
100747,3.0723,0.071360,14.01
100748,3.1409,0.068572,14.58
100749,3.2051,0.064241,15.57
100750,3.2753,0.070179,14.25
100751,3.3447,0.069399,14.41
100752,3.4158,0.071098,14.07
100753,3.4840,0.068206,14.66
100754,3.5524,0.068305,14.64
100755,3.6215,0.069200,14.45
100756,3.6897,0.068183,14.67
100757,3.7583,0.068595,14.58
100758,3.8273,0.068979,14.50
100759,3.8969,0.069572,14.37
100760,3.9644,0.067557,14.80
100761,4.0342,0.069830,14.32
100762,4.0994,0.065164,15.35
100763,4.1685,0.069081,14.48
100764,4.2377,0.069242,14.44
100765,4.3071,0.069347,14.42
100766,4.3705,0.063392,15.77
100767,4.4397,0.069282,14.43
100768,4.5154,0.075611,13.23
100769,4.5869,0.071511,13.98
100770,4.6565,0.069609,14.37
100771,4.7253,0.068820,14.53
100772,4.7943,0.069018,14.49
100773,4.8585,0.064246,15.57
100774,4.9235,0.064855,15.42
100775,4.9916,0.068206,14.66
100776,5.0605,0.068968,14.50
100777,5.1287,0.068083,14.69
100778,5.1927,0.064138,15.59
100779,5.2621,0.069237,14.44
100780,5.3309,0.068936,14.51
100781,5.3995,0.068588,14.58
100782,5.4683,0.068739,14.55
100783,5.5365,0.068186,14.67
100784,5.6002,0.063714,15.70
100785,5.6688,0.068582,14.58
100786,5.7377,0.068903,14.51
100787,5.8016,0.063919,15.64
100788,5.8707,0.069113,14.47
100789,5.9396,0.068840,14.53
100790,6.0084,0.068863,14.52
100791,6.0769,0.068475,14.60
100792,6.1410,0.064038,15.62
100793,6.2091,0.068201,14.66
100794,6.2776,0.068464,14.61
100795,6.3435,0.065842,15.19
100796,6.4078,0.064333,15.54
100797,6.4717,0.063940,15.64
100798,6.5382,0.066535,15.03
100799,6.6038,0.065499,15.27
100800,6.6726,0.068817,14.53
100801,6.7424,0.069840,14.32
100802,6.8107,0.068297,14.64
100803,6.8839,0.073254,13.65
100804,6.9572,0.073200,13.66
100805,7.0289,0.071811,13.93
100806,7.0977,0.068739,14.55
100807,7.1665,0.068802,14.53
100808,7.2351,0.068600,14.58
100809,7.3041,0.068912,14.51
100810,7.3723,0.068284,14.64
100811,7.4357,0.063328,15.79
100812,7.4998,0.064061,15.61
100813,7.5677,0.068090,14.69
100814,7.6327,0.064947,15.40
100815,7.7026,0.069853,14.32
100816,7.7711,0.068581,14.58
100817,7.8401,0.068931,14.51
100818,7.9093,0.069230,14.44
100819,7.9735,0.064225,15.57
100820,8.0421,0.068553,14.59
100821,8.1107,0.068601,14.58
100822,8.1799,0.069183,14.45
100823,8.2484,0.068552,14.59
100824,8.3168,0.068334,14.63
100825,8.3806,0.063828,15.67
100826,8.4493,0.068682,14.56
100827,8.5182,0.068922,14.51
100828,8.5861,0.067882,14.73
100829,8.6550,0.068971,14.50
100830,8.7236,0.068510,14.60
100831,8.7943,0.070729,14.14
100832,8.8629,0.068583,14.58
100833,8.9313,0.068440,14.61
100834,8.9995,0.068200,14.66
100835,9.0680,0.068502,14.60
100836,9.1331,0.065054,15.37
100837,9.2023,0.069179,14.46
100838,9.2714,0.069051,14.48
100839,9.3356,0.064229,15.57
100840,9.4036,0.068039,14.70
100841,9.4724,0.068814,14.53
100842,9.5413,0.068811,14.53
100843,9.6053,0.064202,15.58
100844,9.6749,0.069525,14.38
100845,9.7443,0.069330,14.42
100846,9.8137,0.069485,14.39
100847,9.8820,0.068237,14.65
100848,9.9467,0.064725,15.45
