TotalFrame,Time,DeltaTime,FPS,RAM
79761,0.0000,0.040342,24.79, 429.1422
79762,0.0000,0.040342,24.79, 427.3490
79763,0.0200,0.020000,50.00, 427.1082
79764,0.0515,0.031426,31.82, 427.1073
79765,0.0862,0.034762,28.77, 427.1073
79766,0.1180,0.031815,31.43, 427.1073
79767,0.1501,0.032023,31.23, 427.1698
79768,0.1840,0.033952,29.45, 427.1073
79769,0.2158,0.031751,31.49, 427.1073
79770,0.2478,0.032018,31.23, 427.1073
79771,0.2814,0.033576,29.78, 427.1073
79772,0.3127,0.031382,31.87, 427.1073
79773,0.3459,0.033236,30.09, 427.1039
79774,0.3771,0.031094,32.16, 427.1039
79775,0.4103,0.033259,30.07, 427.1039
79776,0.4453,0.034953,28.61, 427.1039
79777,0.4817,0.036398,27.47, 427.1039
79778,0.5139,0.032160,31.09, 427.1039
79779,0.5471,0.033201,30.12, 427.1039
79780,0.5805,0.033469,29.88, 427.1039
79781,0.6136,0.033070,30.24, 427.1039
79782,0.6453,0.031756,31.49, 427.1039
79783,0.6767,0.031383,31.86, 427.1039
79784,0.7101,0.033396,29.94, 427.1039
79785,0.7407,0.030608,32.67, 427.1039
79786,0.7722,0.031510,31.74, 427.1039
79787,0.8060,0.033799,29.59, 427.1039
79788,0.8394,0.033404,29.94, 427.1039
79789,0.8712,0.031802,31.45, 427.1039
79790,0.9044,0.033106,30.21, 427.1039
79791,0.9377,0.033405,29.94, 427.1039
79792,0.9717,0.033923,29.48, 427.1040
79793,1.0065,0.034785,28.75, 427.1039
79794,1.0407,0.034267,29.18, 427.1039
79795,1.0746,0.033847,29.54, 427.1039
79796,1.1085,0.033871,29.52, 427.1039
79797,1.1428,0.034329,29.13, 427.1039
79798,1.1765,0.033756,29.62, 427.1039
79799,1.2106,0.034091,29.33, 427.1039
79800,1.2422,0.031565,31.68, 427.1039
79801,1.2768,0.034616,28.89, 427.1039
79802,1.3116,0.034851,28.69, 427.1039
79803,1.3478,0.036171,27.65, 427.1039
79804,1.3845,0.036679,27.26, 427.1039
79805,1.4219,0.037366,26.76, 427.1039
79806,1.4595,0.037659,26.55, 427.1039
79807,1.4985,0.039017,25.63, 427.1039
79808,1.5332,0.034659,28.85, 427.1039
79809,1.5704,0.037215,26.87, 427.1039
79810,1.6053,0.034941,28.62, 427.1039
79811,1.6428,0.037481,26.68, 427.1039
79812,1.6774,0.034614,28.89, 427.1039
79813,1.7139,0.036434,27.45, 427.1039
79814,1.7491,0.035287,28.34, 427.1039
79815,1.7864,0.037230,26.86, 427.1039
79816,1.8237,0.037353,26.77, 427.1039
79817,1.8583,0.034595,28.91, 427.1039
79818,1.8948,0.036496,27.40, 427.1039
79819,1.9308,0.035987,27.79, 427.1039
79820,1.9668,0.035956,27.81, 427.1039
79821,2.0016,0.034827,28.71, 427.1039
79822,2.0336,0.031988,31.26, 427.1039
79823,2.0683,0.034691,28.83, 427.1039
79824,2.1003,0.032055,31.20, 427.1039
79825,2.1328,0.032490,30.78, 427.1039
79826,2.1686,0.035806,27.93, 427.1039
79827,2.2011,0.032483,30.79, 427.1039
79828,2.2344,0.033226,30.10, 427.1039
79829,2.2687,0.034313,29.14, 427.1039
79830,2.3035,0.034817,28.72, 427.1039
79831,2.3380,0.034447,29.03, 427.1039
79832,2.3722,0.034256,29.19, 427.1039
79833,2.4038,0.031600,31.65, 427.1039
79834,2.4368,0.033036,30.27, 427.1039
79835,2.4717,0.034836,28.71, 427.1039
79836,2.5063,0.034649,28.86, 427.1039
79837,2.5419,0.035641,28.06, 427.1039
79838,2.5764,0.034506,28.98, 427.1039
79839,2.6097,0.033233,30.09, 427.1039
79840,2.6436,0.033929,29.47, 427.1039
79841,2.6780,0.034389,29.08, 427.1039
79842,2.7097,0.031645,31.60, 427.1039
79843,2.7411,0.031430,31.82, 427.1039
79844,2.7729,0.031795,31.45, 427.1039
79845,2.8068,0.033921,29.48, 427.1039
79846,2.8406,0.033773,29.61, 427.1039
79847,2.8726,0.032014,31.24, 427.1039
79848,2.9067,0.034176,29.26, 427.1039
79849,2.9391,0.032417,30.85, 427.1039
79850,2.9738,0.034605,28.90, 427.1039
79851,3.0047,0.030946,32.31, 427.1039
79852,3.0363,0.031557,31.69, 427.1039
79853,3.0677,0.031467,31.78, 427.1039
79854,3.1017,0.034029,29.39, 427.1039
79855,3.1328,0.030997,32.26, 427.1039
79856,3.1667,0.033907,29.49, 427.1039
79857,3.2022,0.035560,28.12, 427.1039
79858,3.2339,0.031665,31.58, 427.1039
79859,3.2663,0.032409,30.86, 427.1039
79860,3.3000,0.033728,29.65, 427.1039
79861,3.3339,0.033801,29.59, 427.1039
79862,3.3658,0.032011,31.24, 427.1039
79863,3.3994,0.033587,29.77, 427.1039
79864,3.4313,0.031859,31.39, 427.1039
79865,3.4665,0.035190,28.42, 427.1039
79866,3.5009,0.034356,29.11, 427.1039
79867,3.5356,0.034731,28.79, 427.1039
79868,3.5703,0.034655,28.86, 427.1039
79869,3.6041,0.033855,29.54, 427.1039
79870,3.6358,0.031740,31.51, 427.1039
79871,3.6702,0.034358,29.10, 427.1039
79872,3.7043,0.034195,29.24, 427.1039
79873,3.7401,0.035655,28.05, 427.1039
79874,3.7722,0.032139,31.11, 427.1039
79875,3.8036,0.031416,31.83, 427.1039
79876,3.8355,0.031902,31.35, 427.1039
79877,3.8703,0.034834,28.71, 427.1039
79878,3.9030,0.032699,30.58, 427.1039
79879,3.9352,0.032205,31.05, 427.1039
