TotalFrame,Time,DeltaTime,FPS,RAM
85730,0.0000,0.043073,23.22, 439.6001
85731,0.0000,0.043073,23.22, 437.8047
85732,0.0200,0.020000,50.00, 437.5614
85733,0.0592,0.039183,25.52, 437.5612
85734,0.0984,0.039147,25.55, 437.5613
85735,0.1379,0.039575,25.27, 437.5612
85736,0.1769,0.038939,25.68, 437.5613
85737,0.2163,0.039447,25.35, 437.5613
85738,0.2561,0.039788,25.13, 437.5612
85739,0.2955,0.039431,25.36, 437.5612
85740,0.3351,0.039521,25.30, 437.5613
85741,0.3746,0.039563,25.28, 437.5612
85742,0.4127,0.038147,26.21, 437.5604
85743,0.4520,0.039247,25.48, 437.5558
85744,0.4911,0.039113,25.57, 437.5559
85745,0.5320,0.040874,24.47, 437.5559
85746,0.5710,0.038998,25.64, 437.5559
85747,0.6107,0.039727,25.17, 437.5558
85748,0.6498,0.039074,25.59, 437.5559
85749,0.6890,0.039111,25.57, 437.5559
85750,0.7286,0.039696,25.19, 437.5559
85751,0.7681,0.039506,25.31, 437.5558
85752,0.8074,0.039244,25.48, 437.5559
85753,0.8463,0.038964,25.66, 437.5558
85754,0.8865,0.040165,24.90, 437.5559
85755,0.9258,0.039262,25.47, 437.5559
85756,0.9651,0.039346,25.42, 437.5559
85757,1.0048,0.039654,25.22, 437.5559
85758,1.0442,0.039435,25.36, 437.5559
85759,1.0846,0.040406,24.75, 437.5558
85760,1.1241,0.039566,25.27, 437.5558
85761,1.1630,0.038854,25.74, 437.5559
85762,1.2020,0.038988,25.65, 437.5558
85763,1.2416,0.039541,25.29, 437.5559
85764,1.2806,0.039153,25.54, 437.5559
85765,1.3201,0.039387,25.39, 437.5559
85766,1.3594,0.039325,25.43, 437.5558
85767,1.3961,0.036727,27.23, 437.5558
85768,1.4354,0.039282,25.46, 437.5559
85769,1.4745,0.039139,25.55, 437.5559
85770,1.5137,0.039107,25.57, 437.5558
85771,1.5544,0.040845,24.48, 437.5559
85772,1.5929,0.038447,26.01, 437.5558
85773,1.6337,0.040736,24.55, 437.5559
85774,1.6731,0.039443,25.35, 437.5559
85775,1.7122,0.039062,25.60, 437.5559
85776,1.7516,0.039420,25.37, 437.5558
85777,1.7905,0.038961,25.67, 437.5559
85778,1.8302,0.039618,25.24, 437.5558
85779,1.8694,0.039224,25.49, 437.5559
85780,1.9093,0.039852,25.09, 437.5558
85781,1.9487,0.039514,25.31, 437.5559
85782,1.9905,0.041694,23.98, 437.5558
85783,2.0323,0.041938,23.84, 437.5559
85784,2.0725,0.040105,24.93, 437.5559
85785,2.1118,0.039283,25.46, 437.5559
85786,2.1510,0.039178,25.52, 437.5559
85787,2.1903,0.039319,25.43, 437.5558
85788,2.2299,0.039605,25.25, 437.5559
85789,2.2692,0.039219,25.50, 437.5558
85790,2.3080,0.038931,25.69, 437.5559
85791,2.3477,0.039663,25.21, 437.5558
85792,2.3873,0.039679,25.20, 437.5559
85793,2.4271,0.039796,25.13, 437.5559
85794,2.4666,0.039354,25.41, 437.5559
85795,2.5057,0.039264,25.47, 437.5559
85796,2.5452,0.039370,25.40, 437.5559
85797,2.5865,0.041435,24.13, 437.5559
85798,2.6265,0.039815,25.12, 437.5559
85799,2.6638,0.037396,26.74, 437.5559
85800,2.7035,0.039719,25.18, 437.5558
85801,2.7426,0.039067,25.60, 437.5559
85802,2.7819,0.039289,25.45, 437.5559
85803,2.8220,0.040111,24.93, 437.5559
85804,2.8610,0.038978,25.66, 437.5558
85805,2.9005,0.039566,25.27, 437.5559
85806,2.9398,0.039336,25.42, 437.5559
85807,2.9791,0.039306,25.44, 437.5559
85808,3.0187,0.039530,25.30, 437.5559
